% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.981984595e+001 +7.981984595e+001 +1.511698460e+002 +1.511698460e+002 -4.5999e+000 +9.2480e-001 -4.6288e-001 +4.4195e+000 +2.5258e+000 +2.2072e+000 -4.2862e+000 +4.3505e+000 +2.2622e+000 -1.9926e+000 +1.8141e+000 +2.5517e+000 +1.6716e+000 -4.4225e+000 -1.1790e+000 -3.5483e+000 -2.4928e+000 -3.0209e+000 -3.4947e+000 +4.0349e+000
2 +5.841082269e+001 +5.841082269e+001 +1.297608227e+002 +1.297608227e+002 -4.6729e+000 +1.6361e+000 -3.8299e+000 +1.5475e+000 -2.7378e+000 +6.4971e-001 +1.8289e+000 -2.0139e+000 -2.6181e-001 +1.7528e+000 -3.0234e+000 -3.7734e+000 -1.2218e+000 +3.5889e+000 +3.5786e+000 +2.6736e+000 -3.8892e+000 -1.0627e+000 -3.5052e+000 -2.4380e-002
116 +2.510094013e+001 +2.510094013e+001 +9.645094013e+001 +9.645094013e+001 +2.4962e+000 -1.8726e+000 +4.0009e+000 +5.0000e+000 -6.3513e-001 -4.4929e+000 +2.9565e+000 +2.0501e+000 -5.0000e+000 -7.9175e-001 +1.0800e+000 +0.0000e+000 -5.0000e+000 -3.1655e+000 -5.0000e+000 -5.0000e+000 +7.1668e-001 +4.7208e+000 -5.0000e+000 -6.5648e-001
6798 +1.534944171e+001 +1.534944171e+001 +8.669944171e+001 +8.669944171e+001 +1.5581e+000 -2.4480e+000 +3.8303e+000 +2.1063e+000 -4.7309e-001 -4.2368e+000 +3.6669e+000 +1.7025e+000 -4.5584e+000 -1.3536e+000 +1.1749e+000 -2.2260e+000 -4.9028e+000 -2.7046e+000 -4.9880e+000 -3.2893e+000 +1.8962e+000 +2.8093e+000 -3.3126e+000 +1.1615e+000
12158 +9.682916031e+000 +9.682916031e+000 +8.103291603e+001 +8.103291603e+001 +1.5455e+000 -2.2286e+000 +3.7548e+000 +2.1355e+000 -4.9451e-001 -4.0950e+000 +3.7112e+000 +1.6032e+000 -4.5574e+000 -1.3988e+000 +1.0419e+000 -2.2855e+000 -4.9053e+000 -2.7369e+000 -4.9837e+000 -3.2933e+000 +1.8412e+000 +3.0226e+000 -3.2502e+000 +1.0216e+000
1690235 +6.188723577e+000 +6.188723577e+000 +7.753872358e+001 +7.753872358e+001 +1.5509e+000 -2.1914e+000 +3.8585e+000 +2.1515e+000 -6.3681e-001 -4.1257e+000 +3.7300e+000 +1.6102e+000 -4.5434e+000 -1.4413e+000 +1.0483e+000 -2.3436e+000 -4.9440e+000 -2.7513e+000 -4.9800e+000 -3.0399e+000 +1.8564e+000 +2.5685e+000 -3.2531e+000 +1.0027e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.566533255e+001 +5.566533255e+001 -2.995546674e+002 -2.995546674e+002 -3.4881e+000 +3.3289e+000 -2.2787e+000 -4.3475e+000 +3.2060e+000 -1.6447e+000 +2.5172e+000 +1.0227e+000 +1.7299e+000 +2.6105e+000 -2.0066e+000 -3.9852e-001 -4.8914e+000 +1.0865e+000 +4.5389e+000 -1.7624e+000 -2.2630e+000 -3.5875e+000 +7.6111e-001 -3.6151e+000
10 +3.746070600e+001 +3.746070600e+001 -3.177592940e+002 -3.177592940e+002 -1.8485e+000 -2.6452e+000 +7.4406e-001 +3.0451e+000 +2.1842e-001 +1.0264e+000 -3.2867e+000 +1.9598e+000 +3.8630e+000 +7.9346e-001 -2.5310e+000 -4.2606e+000 +6.0980e-001 +4.1745e+000 +2.6718e+000 -3.2160e+000 -2.6489e+000 +3.7924e-001 +4.6923e+000 +2.4715e-001
2058 +2.439122118e+001 +2.439122118e+001 -3.308287788e+002 -3.308287788e+002 -4.2441e+000 -4.8991e+000 -3.2327e+000 +2.9353e+000 -1.2659e+000 +1.1420e+000 -2.1169e+000 -9.1447e-001 +2.7901e+000 +4.1778e-001 -2.1236e+000 -4.5187e+000 +1.9827e+000 +4.6458e+000 -9.5792e-001 +1.4350e+000 -3.9987e+000 -7.0338e-001 +5.0000e+000 -1.0289e+000
