% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.639559697e+001 +8.639559697e+001 +1.271755970e+002 +1.271755970e+002 -1.8673e-001 -4.0239e+000 +1.4400e+000 +4.2964e+000 +2.8290e+000 +2.9225e+000 +4.2082e+000 -1.2799e+000 +2.1757e+000 -3.1941e+000 -4.2753e+000 +1.4428e+000 +4.3156e+000 +3.7993e+000 +2.9991e+000 +1.6202e+000 +4.2651e+000 -3.0057e-001 -9.4897e-001 -2.7486e+000
286 +6.099638565e+001 +6.099638565e+001 +1.017763856e+002 +1.017763856e+002 +6.7291e-001 -3.2893e+000 +3.9344e+000 -2.0529e+000 -3.2881e+000 -2.2511e+000 +2.7948e-001 -1.2249e+000 +6.6968e-001 -5.1821e-001 +1.1498e+000 -2.5208e+000 -2.6918e+000 -9.4636e-001 +3.4622e+000 -9.9045e-001 +3.5190e+000 +1.5074e+000 -1.0432e+000 +2.8246e+000
527 +3.203766554e+001 +3.203766554e+001 +7.281766554e+001 +7.281766554e+001 -7.0858e-001 -2.2149e+000 +4.6084e+000 -1.5288e+000 -2.9999e+000 -7.6017e-001 +1.6385e-001 -3.7081e+000 +2.2937e+000 -2.4655e+000 -9.4195e-001 -3.5034e+000 -1.9218e+000 -1.6847e+000 +3.2113e-001 -1.6260e-001 +1.8099e+000 +1.8214e+000 -8.5607e-001 +2.8436e+000
805 +2.394136815e+001 +2.394136815e+001 +6.472136815e+001 +6.472136815e+001 -1.8167e+000 -1.6456e+000 +4.6536e+000 -1.9705e+000 -2.3367e+000 -9.7952e-001 +1.1814e-001 -4.5847e+000 +2.5555e+000 -2.7928e+000 -4.8014e-001 -3.0405e+000 +1.0797e-001 -1.8348e+000 +6.5633e-001 -1.6410e-001 +2.0073e+000 +1.6638e+000 -1.5370e-001 +2.2682e+000
927 +1.322592704e+001 +1.322592704e+001 +5.400592704e+001 +5.400592704e+001 -1.2742e+000 -1.5189e+000 +4.6319e+000 -1.7272e+000 -3.3144e+000 -6.2268e-001 -1.1485e+000 -3.8660e+000 +1.4490e+000 -2.7879e+000 -1.1134e+000 -1.6822e+000 -1.3861e-001 -9.2300e-001 +8.7025e-001 -4.2044e-001 +1.6033e+000 +1.3347e+000 +1.4542e+000 +2.0481e+000
1167 +9.708516192e+000 +9.708516192e+000 +5.048851619e+001 +5.048851619e+001 -1.1415e+000 -2.7215e+000 +4.5849e+000 -1.7284e+000 -3.5921e+000 -5.2671e-001 -1.3805e+000 -3.8319e+000 +2.3692e+000 -2.8176e+000 -1.3218e+000 -1.8454e+000 +4.9788e-001 -5.0980e-001 +1.3204e+000 -2.8246e-001 +1.4150e+000 +1.4378e+000 +1.5874e+000 +1.9980e+000
1720 +4.364444444e+000 +4.364444444e+000 +4.514444444e+001 +4.514444444e+001 -8.6430e-001 -2.7481e+000 +4.5933e+000 -2.2572e+000 -3.4898e+000 -2.4918e-001 -2.0601e+000 -3.0590e+000 +3.3249e+000 -2.8790e+000 +4.1076e-001 -1.6531e+000 -1.7140e-002 +7.1084e-001 +1.2312e+000 -7.4042e-001 +3.0143e+000 +1.2859e+000 +2.5678e+000 +1.6180e+000
1849 +3.762107483e+000 +3.762107483e+000 +4.454210748e+001 +4.454210748e+001 -9.8271e-001 -2.3318e+000 +4.5871e+000 -2.5474e+000 -2.8514e+000 -9.7054e-002 -2.2564e+000 -2.7859e+000 +2.9997e+000 -2.8245e+000 +1.8397e+000 -1.7285e+000 +6.5237e-001 +7.2245e-001 -1.0401e-001 -1.3583e+000 +3.0729e+000 +1.6163e+000 +2.0091e+000 +1.6675e+000
2021 +2.032449104e+000 +2.032449104e+000 +4.281244910e+001 +4.281244910e+001 -1.0014e+000 -2.5814e+000 +4.5534e+000 -2.7713e+000 -2.9884e+000 -1.5031e-002 -2.4790e+000 -2.6593e+000 +2.8656e+000 -2.8667e+000 +1.7857e+000 -1.7022e+000 +7.0003e-001 +1.2153e+000 +1.1199e-001 -1.3909e+000 +2.0913e+000 +1.8979e+000 +1.2094e+000 +1.5318e+000
2543 +9.621059232e-001 +9.621059232e-001 +4.174210592e+001 +4.174210592e+001 -1.1158e+000 -2.5907e+000 +4.5228e+000 -2.0743e+000 -3.8587e+000 -1.5402e-002 -2.2510e+000 -2.7585e+000 +2.7987e+000 -2.8552e+000 +1.6620e+000 -1.6832e+000 +7.1112e-001 +1.5026e+000 +5.6562e-001 -1.6756e+000 +2.3567e+000 +1.5904e+000 +9.6411e-001 +1.6496e+000
