% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.203595303e+04 +1.203595303e+04 +1.157386303e+04 -4.620900000e+02 +4.7579e+00 -1.2822e+00 +2.5161e+00 -1.2619e+00 +1.5849e+00 -3.6907e+00 +4.8691e+00 -4.2780e+00 +3.4896e+00 +6.4893e-01 +2.2354e+00 +1.8299e+00 +4.5702e+00 +3.6643e+00 -4.0268e-01 +1.4222e+00 -2.8177e+00 +8.5365e-01 +1.3219e+00 +3.8268e+00
395 +5.962278127e+02 +5.962278127e+02 +1.341378127e+02 -4.620900000e+02 +2.4260e+00 -3.5451e+00 -3.7501e+00 +1.1497e+00 +1.1699e-01 -4.2681e+00 +1.7296e+00 -6.8718e-01 +1.2153e+00 +3.7010e+00 +1.1652e+00 -1.9907e+00 -2.6163e+00 -2.2617e-01 +1.5360e+00 -1.0217e+00 -3.9648e-01 +1.0135e+00 +2.4420e+00 +3.4893e-01
1170 +3.833336184e+02 +3.833336184e+02 -7.875638162e+01 -4.620900000e+02 +2.4260e+00 +3.6630e+00 +1.6048e+00 +4.1906e+00 -2.4724e-01 -1.0602e+00 +1.7296e+00 -6.8718e-01 +1.2153e+00 -3.1756e-01 +6.9890e-01 -2.0021e+00 -4.2595e-01 -2.2617e-01 +1.3846e+00 -1.0217e+00 -3.9648e-01 +7.1795e-01 +2.4420e+00 +3.4893e-01
2333 +2.238350646e+02 +2.238350646e+02 -2.382549354e+02 -4.620900000e+02 +2.4260e+00 +3.2665e-01 +1.2098e+00 +4.0831e+00 -2.4724e-01 -1.0602e+00 +1.9970e+00 +2.5627e+00 +1.2153e+00 -3.1756e-01 +1.1652e+00 -2.0021e+00 -4.2595e-01 -2.4620e+00 +1.3846e+00 -4.2648e+00 -3.9648e-01 +7.1795e-01 +2.4420e+00 +2.0552e+00
3106 +1.507206247e+02 +1.507206247e+02 -3.113693753e+02 -4.620900000e+02 +2.4260e+00 +3.2665e-01 +1.2098e+00 +1.6222e+00 -8.9635e-01 -9.2512e-01 +1.7296e+00 +2.5627e+00 +1.2153e+00 -5.0353e-01 +1.1652e+00 -2.0021e+00 -4.2595e-01 -2.4620e+00 +1.3846e+00 -4.2966e+00 -3.9648e-01 +1.6122e+00 +2.4420e+00 +2.0552e+00
4072 +9.326546662e+01 +9.326546662e+01 -3.688245334e+02 -4.620900000e+02 +2.4260e+00 +3.2665e-01 +2.1834e+00 +1.6222e+00 -2.4724e-01 -8.4124e-01 +1.7296e+00 +2.5627e+00 +1.2153e+00 -5.3165e-01 +2.1999e+00 -2.7585e+00 -4.2595e-01 -2.4620e+00 +1.3846e+00 -4.2966e+00 -3.9648e-01 +2.1717e+00 +2.4420e+00 +2.1936e+00
5616 +6.146979264e+01 +6.146979264e+01 -4.006202074e+02 -4.620900000e+02 +2.4260e+00 +3.2665e-01 +2.1834e+00 +1.6222e+00 -6.1433e-02 -1.3857e-01 +1.8425e+00 +2.5627e+00 +1.2153e+00 -5.3165e-01 +2.1999e+00 -2.7585e+00 -4.2595e-01 -2.8920e+00 +1.3846e+00 -4.2966e+00 -2.6411e-02 +2.1717e+00 +2.5160e+00 +2.1274e+00
7950 +3.910568354e+01 +3.910568354e+01 -4.229843165e+02 -4.620900000e+02 +2.2219e+00 +2.3127e+00 +2.1834e+00 +1.6222e+00 -6.1433e-02 +7.8256e-01 +2.5485e+00 +2.5627e+00 +1.2153e+00 -5.3165e-01 +2.1999e+00 -4.3420e+00 -3.0624e-01 -2.4620e+00 +1.3846e+00 -4.2966e+00 -2.6411e-02 +2.1717e+00 +2.4952e+00 +2.1274e+00
9695 +2.357525238e+01 +2.357525238e+01 -4.385147476e+02 -4.620900000e+02 +2.2806e+00 +2.3127e+00 +2.1834e+00 +1.6222e+00 +8.6904e-01 +7.8256e-01 +2.5485e+00 +2.5627e+00 +1.2153e+00 -5.8548e-01 +2.7408e+00 -4.3420e+00 -3.0624e-01 -2.9548e+00 +1.3846e+00 -3.5073e+00 -2.6411e-02 +2.9316e+00 +2.5160e+00 +2.1274e+00
31812 +1.337271925e+01 +1.337271925e+01 -4.487172808e+02 -4.620900000e+02 +2.3275e+00 +2.3127e+00 +2.1834e+00 +1.6222e+00 +1.5080e+00 +1.3811e+00 +2.5485e+00 +2.5627e+00 +1.2153e+00 -5.8548e-01 +2.7408e+00 -3.7922e+00 -3.0624e-01 -2.9548e+00 +1.3846e+00 -3.5073e+00 -2.6411e-02 +2.9316e+00 +2.8179e+00 +1.8115e+00
34192 +8.943689471e+00 +8.943689471e+00 -4.531463105e+02 -4.620900000e+02 +2.3275e+00 +2.3127e+00 +2.1834e+00 +1.6222e+00 +1.5080e+00 +1.3811e+00 +2.5485e+00 +2.6306e+00 +1.7814e+00 -5.8548e-01 +2.7408e+00 -3.7922e+00 -3.7337e-01 -2.9606e+00 +1.3846e+00 -3.9224e+00 +3.1730e-01 +2.9316e+00 +2.8179e+00 +1.8115e+00
