% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.288365435e+02 +2.288365435e+02 +3.083165435e+02 +3.083165435e+02 -1.6268e+00 +4.4734e+00 +7.3426e-01 -1.6672e+00 -2.0157e+00 -1.1142e+00 +1.2843e+00 +2.0404e+00 +4.4466e+00 -3.6254e+00 +3.7342e+00 +2.7128e+00 +4.9746e+00 -2.0207e-01 +2.0931e+00 -1.7560e+00 +1.7599e+00 +1.4345e+00 +2.3520e+00 -3.8345e-01
18 +1.349917084e+02 +1.349917084e+02 +2.144717084e+02 +2.144717084e+02 -4.4324e+00 +3.3612e+00 -2.6249e+00 -1.3896e+00 -2.3309e+00 -2.2326e+00 -3.3943e+00 +7.9283e-01 -1.1210e-01 -6.9198e-01 -1.2350e+00 -1.1987e+00 -3.4013e-01 +1.2936e+00 +1.2211e+00 +3.1651e+00 +1.9978e+00 -3.2740e+00 -5.1416e-01 +4.7319e+00
1934 +9.959444627e+01 +9.959444627e+01 +1.790744463e+02 +1.790744463e+02 -1.8295e+00 +5.4971e-01 -3.9911e-01 +2.0726e+00 -3.6958e-01 +2.9656e+00 -3.8902e+00 +1.6513e+00 -1.0242e+00 +1.4140e+00 -2.1522e+00 -2.5671e+00 +1.5855e+00 -1.6373e+00 +3.9348e+00 +8.2711e-02 +5.0996e-01 -2.3601e+00 +4.8344e+00 +1.3031e+00
7734 +4.818980498e+01 +4.818980498e+01 +1.276698050e+02 +1.276698050e+02 -8.0931e-01 -1.4915e+00 -4.9244e-01 +5.9186e-01 +5.1524e-01 -1.9979e+00 -4.1402e-01 +2.1132e+00 -5.8502e-01 -1.3032e+00 -4.4965e+00 +2.0859e+00 +1.9022e+00 -1.8561e+00 +3.2184e+00 +2.6319e+00 -8.7385e-02 -1.4732e+00 +4.5907e+00 -9.3666e-01
14462 +3.150741985e+01 +3.150741985e+01 +1.109874198e+02 +1.109874198e+02 -7.2471e-01 -2.1641e+00 -1.2503e+00 +1.9435e+00 -6.7587e-01 +1.9521e+00 -2.0998e+00 +4.1619e-01 -1.3463e+00 -1.2100e+00 -2.3310e+00 +3.7289e+00 +1.8466e+00 -1.1399e+00 +3.6289e+00 +2.1756e+00 -1.0433e-01 -2.6077e+00 +4.0929e+00 +3.1585e+00
21716 +2.283032088e+01 +2.283032088e+01 +1.023103209e+02 +1.023103209e+02 -7.2455e-01 -2.6944e+00 -6.4038e-01 +3.0608e+00 -3.5052e+00 +1.8456e+00 -4.1402e-01 +1.3319e+00 -5.8502e-01 -1.3032e+00 -4.4965e+00 +2.0859e+00 +1.9028e+00 -1.8561e+00 +3.2184e+00 +2.1754e+00 +1.0380e+00 -3.8095e+00 +1.8201e+00 +3.1585e+00
29035 +1.557380887e+01 +1.557380887e+01 +9.505380887e+01 +9.505380887e+01 +1.4965e+00 -1.4912e+00 -4.9244e-01 +2.2354e+00 -1.2515e+00 +1.1989e+00 -5.1788e-01 -3.0752e-02 -6.4375e-01 -2.3094e+00 -3.4184e+00 +2.6527e+00 +1.9022e+00 -1.8561e+00 +3.2184e+00 +2.6319e+00 -8.7385e-02 -3.3344e+00 +4.0233e+00 +7.0289e-02
41348 +9.590223964e+00 +9.590223964e+00 +8.907022396e+01 +8.907022396e+01 +1.0515e+00 -1.6669e+00 -3.9924e-01 +1.6104e+00 -1.2515e+00 +1.1989e+00 -5.1788e-01 -1.3665e-01 -2.4355e+00 -2.3354e+00 -3.8584e+00 +1.0430e+00 +1.3640e-01 +1.1620e+00 +3.2184e+00 +2.1757e+00 +9.3832e-02 -3.9657e+00 +1.8201e+00 +1.2218e+00
50303 +6.239590086e+00 +6.239590086e+00 +8.571959009e+01 +8.571959009e+01 -2.9473e-01 -1.0042e+00 -1.4747e+00 +2.6365e+00 -3.5225e+00 +2.1773e-01 -3.9153e-01 -9.0415e-01 -1.3463e+00 -2.9677e+00 -3.8607e+00 +2.3966e+00 +1.3492e+00 -2.4310e-01 +4.9052e+00 +3.1089e+00 -1.2515e-01 -3.7822e+00 +1.4216e+00 +1.0306e+00
57986 +3.555569460e+00 +3.555569460e+00 +8.303556946e+01 +8.303556946e+01 +1.0515e+00 -1.4915e+00 -4.9244e-01 +2.1860e+00 -2.1647e+00 +1.3678e-01 -5.1790e-01 -1.3665e-01 -2.1230e+00 -2.3354e+00 -3.8584e+00 +1.9296e+00 +1.9028e+00 -2.8282e-01 +3.4929e+00 +3.4125e+00 +9.3832e-02 -3.9657e+00 +1.8201e+00 +1.2218e+00
70743 +2.089534449e+00 +2.089534449e+00 +8.156953445e+01 +8.156953445e+01 -1.8431e-01 -1.4902e+00 -3.9455e-01 +1.2896e+00 -2.8373e+00 +2.1540e-01 -4.1402e-01 +3.2122e-01 -1.9305e+00 -2.7768e+00 -4.3500e+00 +1.4955e+00 +1.0090e+00 +1.4801e-01 +3.2184e+00 +2.6319e+00 -8.7385e-02 -3.7949e+00 +2.1431e+00 +1.3071e+00
77811 +1.449080092e+00 +1.449080092e+00 +8.092908009e+01 +8.092908009e+01 +2.3936e-01 -1.4902e+00 -4.9122e-01 +2.3492e+00 -2.5954e+00 +5.5624e-01 -3.8137e-01 +4.2596e-01 -2.1552e+00 -2.8101e+00 -3.7398e+00 +2.1355e+00 +1.3884e+00 -5.1704e-01 +3.4831e+00 +2.6277e+00 -8.7385e-02 -3.6469e+00 +2.6807e+00 +1.3071e+00
85412 +9.660716323e-01 +9.660716323e-01 +8.044607163e+01 +8.044607163e+01 -1.0055e-01 -1.4117e+00 -4.9248e-01 +1.7242e+00 -2.5953e+00 +5.5624e-01 -4.1402e-01 +3.1634e-01 -1.9256e+00 -2.7768e+00 -3.9646e+00 +2.1355e+00 +1.3493e+00 +2.4273e-02 +3.6871e+00 +2.8443e+00 +9.3832e-02 -3.6079e+00 +2.6787e+00 +1.2510e+00
100227 +6.299095859e-01 +6.299095859e-01 +8.010990959e+01 +8.010990959e+01 +2.6880e-01 -1.0042e+00 -3.9436e-01 +1.9229e+00 -2.6185e+00 +2.1540e-01 -4.1402e-01 +3.2122e-01 -1.7292e+00 -3.4747e+00 -3.9115e+00 +2.0859e+00 +1.2989e+00 -8.9671e-02 +3.6289e+00 +3.1086e+00 -1.2027e-01 -3.7822e+00 +2.3886e+00 +1.2510e+00
113731 +3.798162576e-01 +3.798162576e-01 +7.985981626e+01 +7.985981626e+01 +2.6880e-01 -1.0042e+00 -6.7973e-01 +2.1860e+00 -2.4772e+00 +5.8463e-01 +1.6303e-01 +1.0369e-01 -1.6351e+00 -2.9580e+00 -3.8606e+00 +2.0574e+00 +1.0090e+00 +1.4801e-01 +3.7079e+00 +2.8443e+00 -6.1326e-02 -3.7190e+00 +2.4895e+00 +1.3071e+00
127402 +2.325769818e-01 +2.325769818e-01 +7.971257698e+01 +7.971257698e+01 +2.6880e-01 -1.0042e+00 -4.9122e-01 +1.7242e+00 -2.5965e+00 +5.5631e-01 -1.0152e-01 +1.0369e-01 -1.6351e+00 -3.0893e+00 -3.9646e+00 +2.1355e+00 +1.1960e+00 -9.4249e-02 +3.6289e+00 +3.1086e+00 -1.2027e-01 -3.9307e+00 +2.3886e+00 +1.2511e+00
130660 +1.288747902e-01 +1.288747902e-01 +7.960887479e+01 +7.960887479e+01 +2.3937e-01 -1.0042e+00 -7.0705e-01 +1.9460e+00 -2.6498e+00 +5.8463e-01 -2.3397e-02 +1.0371e-01 -1.6351e+00 -2.9580e+00 -3.8606e+00 +2.1352e+00 +1.0090e+00 -1.0960e-01 +3.6552e+00 +2.8213e+00 -1.2027e-01 -3.7822e+00 +2.3886e+00 +1.2381e+00
143090 +8.916830211e-02 +8.916830211e-02 +7.956916830e+01 +7.956916830e+01 +2.3937e-01 -1.0042e+00 -7.0705e-01 +1.9460e+00 -2.6498e+00 +5.8463e-01 -1.0148e-01 +1.0369e-01 -1.6351e+00 -3.0971e+00 -3.8656e+00 +2.1355e+00 +1.0398e+00 -8.9366e-02 +3.6289e+00 +2.9377e+00 -1.0426e-01 -4.0114e+00 +2.3886e+00 +1.2381e+00
150095 +6.042650661e-02 +6.042650661e-02 +7.954042651e+01 +7.954042651e+01 +2.6882e-01 -1.0042e+00 -7.0703e-01 +1.9460e+00 -2.6498e+00 +4.7811e-01 -1.0152e-01 +1.0370e-01 -1.6253e+00 -2.9580e+00 -3.8656e+00 +1.9793e+00 +1.0090e+00 -1.1244e-02 +3.6559e+00 +2.9353e+00 -1.3980e-01 -4.0114e+00 +2.3886e+00 +1.3071e+00
162825 +3.893648283e-02 +3.893648283e-02 +7.951893648e+01 +7.951893648e+01 +2.6880e-01 -1.1605e+00 -7.0705e-01 +1.9362e+00 -2.6498e+00 +5.6509e-01 -1.0152e-01 +1.0369e-01 -1.6351e+00 -3.0893e+00 -3.8387e+00 +2.0859e+00 +1.0066e+00 -1.0960e-01 +3.6289e+00 +2.8443e+00 -1.3943e-01 -3.9282e+00 +2.3495e+00 +1.3071e+00
169789 +2.059071673e-02 +2.059071673e-02 +7.950059072e+01 +7.950059072e+01 +2.5965e-01 -1.1556e+00 -7.0709e-01 +1.8615e+00 -2.6513e+00 +4.7811e-01 -1.0152e-01 +1.0369e-01 -1.6351e+00 -3.0112e+00 -3.8388e+00 +2.0574e+00 +1.0154e+00 -1.0960e-01 +3.6504e+00 +2.9355e+00 -1.2645e-01 -3.9305e+00 +2.3886e+00 +1.3071e+00
177257 +1.432617161e-02 +1.432617161e-02 +7.949432617e+01 +7.949432617e+01 +2.3937e-01 -1.1603e+00 -7.0735e-01 +1.9460e+00 -2.6498e+00 +4.2838e-01 -1.0148e-01 +1.0369e-01 -1.6351e+00 -3.0893e+00 -3.8387e+00 +2.0859e+00 +1.0823e+00 -1.0890e-01 +3.6552e+00 +2.9353e+00 -8.7384e-02 -3.9303e+00 +2.3587e+00 +1.3071e+00
179754 +9.006272801e-03 +9.006272801e-03 +7.948900627e+01 +7.948900627e+01 +2.3937e-01 -1.1605e+00 -7.0705e-01 +1.9362e+00 -2.6498e+00 +4.7811e-01 -1.0152e-01 +1.0369e-01 -1.6351e+00 -3.0361e+00 -3.8606e+00 +1.9814e+00 +1.0823e+00 -1.0890e-01 +3.6552e+00 +2.9353e+00 -8.7384e-02 -3.9303e+00 +2.3886e+00 +1.3339e+00
196187 +6.207253699e-03 +6.207253699e-03 +7.948620725e+01 +7.948620725e+01 +2.3937e-01 -1.1605e+00 -7.0705e-01 +1.9460e+00 -2.6498e+00 +4.2843e-01 -1.0137e-01 +1.0369e-01 -1.6351e+00 -3.0361e+00 -3.8606e+00 +1.9814e+00 +1.0823e+00 -1.0890e-01 +3.6552e+00 +2.9353e+00 -1.3980e-01 -3.9306e+00 +2.3495e+00 +1.3339e+00
215183 +3.708584379e-03 +3.708584379e-03 +7.948370858e+01 +7.948370858e+01 +2.3937e-01 -1.1605e+00 -7.0705e-01 +1.9167e+00 -2.6498e+00 +4.2832e-01 -1.0152e-01 +1.0308e-01 -1.6338e+00 -3.0361e+00 -3.8607e+00 +2.0181e+00 +1.0885e+00 -8.9366e-02 +3.6549e+00 +2.8987e+00 -1.3737e-01 -3.9305e+00 +2.3886e+00 +1.3437e+00
236319 +2.424199798e-03 +2.424199798e-03 +7.948242420e+01 +7.948242420e+01 +2.6209e-01 -1.1605e+00 -7.0705e-01 +1.9362e+00 -2.6547e+00 +4.2832e-01 -1.0152e-01 +1.0369e-01 -1.6351e+00 -3.0502e+00 -3.8606e+00 +2.0181e+00 +1.0873e+00 -8.9290e-02 +3.6552e+00 +2.8987e+00 -1.2942e-01 -3.9302e+00 +2.3495e+00 +1.3730e+00
258421 +1.569272362e-03 +1.569272362e-03 +7.948156927e+01 +7.948156927e+01 +2.4927e-01 -1.1611e+00 -7.1771e-01 +1.9264e+00 -2.6547e+00 +4.2836e-01 -1.0637e-01 +1.0354e-01 -1.6351e+00 -3.0458e+00 -3.8606e+00 +2.0179e+00 +1.0823e+00 -8.9366e-02 +3.6552e+00 +2.8994e+00 -1.2027e-01 -3.9306e+00 +2.3641e+00 +1.3535e+00
277746 +9.913122035e-04 +9.913122035e-04 +7.948099131e+01 +7.948099131e+01 +2.4917e-01 -1.1580e+00 -7.2651e-01 +1.9264e+00 -2.6559e+00 +4.2958e-01 -1.1129e-01 +1.1285e-01 -1.6338e+00 -3.0478e+00 -3.8578e+00 +2.0181e+00 +1.0873e+00 -8.9366e-02 +3.6528e+00 +2.9091e+00 -1.1782e-01 -3.9307e+00 +2.3593e+00 +1.3535e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.386038068e+02 +3.386038068e+02 +7.330838068e+02 +7.330838068e+02 +2.0255e+00 +3.8394e+00 -6.1049e-01 +3.2321e+00 -2.0586e+00 +3.1611e+00 +1.6997e+00 -3.1133e+00 -3.6093e+00 -7.9899e-01 +4.2619e+00 -6.7442e-01 -4.0581e+00 +1.0453e+00 +3.7878e+00 -2.3664e+00 +2.2430e+00 +1.0473e+00 +3.1867e+00 +6.9318e-01
3 +1.809806836e+02 +1.809806836e+02 +5.754606836e+02 +5.754606836e+02 -1.5594e+00 -3.6280e+00 +3.6987e+00 +3.4290e+00 +4.8385e+00 -1.1822e+00 -5.6240e-01 +3.8491e-02 -4.9540e+00 -3.6007e+00 -3.0752e-01 -1.9098e-03 +3.6175e+00 +4.3129e+00 -2.2376e+00 -2.2456e+00 -3.4557e-01 +2.1230e+00 -1.4434e+00 +3.4586e+00
5 +1.380429587e+02 +1.380429587e+02 +5.325229587e+02 +5.325229587e+02 -2.6901e+00 -3.1296e+00 -4.9706e+00 -1.8839e+00 +2.0534e+00 +6.7564e-01 -7.1638e-01 +2.1537e-01 -1.5248e+00 -1.5700e+00 +1.7790e+00 +3.4446e+00 +2.9231e+00 -1.8287e+00 -1.7076e+00 +3.8456e+00 -2.6356e+00 -4.5772e+00 +3.1653e+00 +2.5374e+00
1075 +9.655676714e+01 +9.655676714e+01 +4.910367671e+02 +4.910367671e+02 -3.0132e+00 -9.6591e-01 -2.8184e+00 +3.1226e+00 +1.5642e+00 -8.7490e-01 +2.3436e+00 -1.0822e+00 -5.6035e-01 -4.9590e+00 -3.7435e-01 -1.9888e+00 -1.0148e-01 +1.7513e+00 +2.2538e+00 +3.4829e+00 +3.2343e-01 -6.9351e-01 +4.5415e-03 +4.7634e+00
