% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.407969243e+07 +1.407969243e+07 +1.407963749e+07 -5.494000000e+01 +3.5479e+00 -3.0999e+00 -4.7401e+00 +1.6523e+00 +3.1469e+00 -1.1690e-01 -3.3504e+00 +4.3819e+00 +3.9016e+00 +4.1380e+00 -3.0580e+00 -7.7772e-01 +4.6608e-02 +2.7797e+00 -3.7338e+00 -6.7370e-02 -1.3702e+00 -3.6469e+00 -2.3135e+00 -2.2464e+00
376 +1.225385174e+06 +1.225385174e+06 +1.225330234e+06 -5.494000000e+01 +1.0005e+00 -1.8553e+00 -4.9345e+00 +4.9673e+00 -2.7732e+00 +4.1262e-01 +4.3740e+00 -1.4812e+00 -3.4316e+00 +2.0357e+00 -2.0594e+00 -4.9831e-01 +1.5203e+00 -3.7008e+00 +4.2175e+00 +1.5860e+00 -4.7568e+00 +1.8113e+00 +5.4768e-01 -1.3306e+00
567 +9.038075681e+05 +9.038075681e+05 +9.037526281e+05 -5.494000000e+01 +1.0005e+00 -1.8553e+00 -4.9345e+00 +4.9673e+00 -2.7732e+00 -2.2232e+00 +4.3740e+00 -1.4812e+00 -3.4316e+00 +2.0357e+00 -2.0594e+00 -4.9831e-01 +1.5203e+00 -3.7008e+00 +4.2175e+00 +1.5860e+00 -4.7568e+00 +1.8113e+00 +5.4768e-01 -1.3306e+00
921 +3.843224861e+05 +3.843224861e+05 +3.842675461e+05 -5.494000000e+01 -3.1898e+00 -1.6268e+00 -1.5200e+00 +1.8211e+00 +1.0926e+00 -2.2232e+00 -1.0738e-01 +3.3544e+00 +4.9381e-02 +2.0058e+00 -4.8803e+00 +3.4994e-01 +1.8271e+00 -1.2223e+00 +2.7371e-02 -8.1875e-01 +8.7819e-01 +6.2362e-01 +1.8942e+00 +1.8499e+00
2027 +2.446197875e+05 +2.446197875e+05 +2.445648475e+05 -5.494000000e+01 -3.1898e+00 -1.1991e+00 -1.5200e+00 +1.8211e+00 +1.0926e+00 +2.9916e+00 -2.0858e+00 +3.3544e+00 +4.9381e-02 +2.0058e+00 -4.8803e+00 +3.4994e-01 +1.8271e+00 -1.2223e+00 +2.7371e-02 -9.7183e-01 +8.7819e-01 +6.2362e-01 +1.8942e+00 +1.8499e+00
4045 +1.495410416e+05 +1.495410416e+05 +1.494861016e+05 -5.494000000e+01 -3.6113e+00 -1.1991e+00 -1.5200e+00 +2.4436e+00 +1.6421e+00 +2.9916e+00 -1.5063e+00 +3.3544e+00 +4.9381e-02 +2.0058e+00 -4.8803e+00 +3.4994e-01 +2.2075e+00 -1.2223e+00 +2.7371e-02 -5.4246e-01 +8.7819e-01 +6.2362e-01 +1.8942e+00 +1.8499e+00
6937 +9.809756372e+04 +9.809756372e+04 +9.804262372e+04 -5.494000000e+01 -3.6113e+00 -1.2657e+00 -2.1374e+00 +2.4436e+00 +1.5930e+00 +2.9916e+00 -1.7249e+00 +3.3544e+00 -2.9378e-01 +1.4447e+00 -4.6896e+00 +3.4994e-01 +2.2075e+00 -1.6123e+00 +2.7371e-02 -5.4246e-01 +8.7819e-01 +6.2362e-01 +2.2568e+00 +1.8499e+00
13495 +5.852249093e+04 +5.852249093e+04 +5.846755093e+04 -5.494000000e+01 -3.0558e+00 -8.0196e-01 -8.5661e-01 +4.6162e-01 -1.0723e+00 +3.7653e-01 +3.5987e-01 +4.5209e+00 +6.8531e-01 +4.7384e+00 -2.6916e-01 +2.9867e+00 +4.4783e+00 -4.2987e+00 +2.1847e+00 -2.9320e-01 +2.3481e+00 +3.2992e+00 +4.1765e+00 +2.2989e+00
74619 +3.960116678e+04 +3.960116678e+04 +3.954622678e+04 -5.494000000e+01 -3.0176e+00 -8.0196e-01 -8.8562e-01 +5.9276e-01 -1.0723e+00 +1.1037e-01 +1.9939e-01 +4.6473e+00 +6.8531e-01 +4.7121e+00 -3.5307e-01 +2.2076e+00 +4.5249e+00 -4.5025e+00 +2.1847e+00 +1.3649e+00 +2.5453e+00 +3.2992e+00 +4.1207e+00 +2.2007e+00
85428 +2.474398000e+04 +2.474398000e+04 +2.468904000e+04 -5.494000000e+01 -1.5228e+00 -1.3859e+00 -2.8850e+00 +5.0000e+00 +2.9184e+00 -2.6129e+00 -7.8001e-01 +1.3447e+00 -4.7483e+00 +3.6878e+00 -1.8231e+00 +1.6058e+00 +1.4637e+00 -1.7184e+00 +2.2698e+00 +3.4790e+00 +1.1886e+00 -1.1077e+00 +4.7684e+00 -1.4627e+00
189410 +1.440491515e+04 +1.440491515e+04 +1.434997515e+04 -5.494000000e+01 -1.5468e+00 -1.1726e-01 -2.8296e+00 +5.0000e+00 +3.0576e+00 -2.5665e+00 -2.0927e-01 +1.0768e+00 -4.9515e+00 +4.4563e+00 -1.6178e+00 +2.1588e+00 +5.3112e-01 -1.7034e+00 +1.0236e+00 +3.7168e+00 +3.4668e+00 -2.3111e+00 +2.0445e+00 -1.4518e+00
233980 +9.709034737e+03 +9.709034737e+03 +9.654094737e+03 -5.494000000e+01 -1.5844e+00 -7.9473e-02 -2.4415e+00 +5.0000e+00 +3.3479e+00 -2.1597e+00 -3.7251e-01 +8.0494e-01 -4.9986e+00 +4.5325e+00 -1.8852e+00 +1.8607e+00 +6.5657e-01 -1.9965e+00 +7.8461e-01 +4.0219e+00 +3.4829e+00 -2.6162e+00 +2.0147e+00 -8.4981e-01
355712 +6.272227670e+03 +6.272227670e+03 +6.217287670e+03 -5.494000000e+01 -1.8537e+00 +3.1546e-02 -2.3850e+00 +5.0000e+00 +3.0514e+00 -2.7170e+00 -2.4072e-01 +1.2037e+00 -4.9995e+00 +4.6103e+00 -1.6333e+00 +2.0857e+00 +9.0650e-01 -1.9597e+00 +1.3006e+00 +3.9516e+00 +3.5631e+00 -2.4460e+00 +2.3876e+00 -1.3478e+00
411000 +3.681237122e+03 +3.681237122e+03 +3.626297122e+03 -5.494000000e+01 -2.0007e+00 +3.5353e-02 -2.1798e+00 +5.0000e+00 +3.0336e+00 -2.6842e+00 +2.3981e-02 +1.1907e+00 -4.9995e+00 +4.5115e+00 -1.2022e+00 +2.0450e+00 +1.0538e+00 -2.2839e+00 +1.6707e+00 +4.3146e+00 +3.5586e+00 -2.4917e+00 +2.4665e+00 -1.3483e+00
572106 +2.463273765e+03 +2.463273765e+03 +2.408333765e+03 -5.494000000e+01 -2.0956e+00 +8.5524e-02 -1.9504e+00 +5.0000e+00 +2.8311e+00 -2.6080e+00 +7.5477e-02 +1.1878e+00 -4.9996e+00 +4.8676e+00 -1.1473e+00 +2.0942e+00 +1.2582e+00 -2.4599e+00 +1.8543e+00 +4.2258e+00 +3.5555e+00 -2.4686e+00 +2.5906e+00 -1.1876e+00
