% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.359489701e+03 +6.359489701e+03 +6.452429701e+03 +6.452429701e+03 -2.1442e+00 -4.4419e+00 -3.7420e+00 -1.0244e+00 +1.9898e+00 -3.4502e+00 +4.5653e+00 -4.4227e+00 -3.1427e+00 +1.7835e+00 -9.6202e-01 +3.3843e+00 +6.7211e-02 -4.3911e+00 -3.6851e+00 -3.0985e+00 -1.3880e+00 -4.6317e+00 -4.5058e+00 +2.2387e+00
2 +1.776844252e+03 +1.776844252e+03 +1.869784252e+03 +1.869784252e+03 +1.3263e+00 -2.5162e+00 +2.4568e+00 +3.3749e+00 -2.8177e+00 +1.3513e+00 +3.9399e+00 -2.7188e-01 -2.7417e+00 +1.4117e+00 -5.3886e-01 +2.8855e+00 -3.8460e+00 +6.6042e-01 -1.7642e+00 -2.9875e-01 +2.5160e+00 +1.4710e+00 +9.0469e-01 -4.9943e+00
21 +1.244825796e+03 +1.244825796e+03 +1.337765796e+03 +1.337765796e+03 -2.1939e+00 -1.8212e+00 +1.0253e+00 +1.0931e+00 -3.5170e+00 +1.3056e+00 -2.3127e+00 -2.9111e+00 +1.4633e+00 +3.3275e-01 -6.1252e-01 -1.0761e-02 -2.3871e+00 +1.2208e-01 -8.3845e-01 +1.6626e+00 +3.7656e+00 +2.7098e+00 -4.5849e+00 -1.6995e+00
93 +6.462118775e+02 +6.462118775e+02 +7.391518775e+02 +7.391518775e+02 -3.6742e+00 +4.6540e+00 +2.0818e+00 +2.0792e+00 +3.8778e+00 +3.1745e+00 +1.8915e+00 +1.5697e+00 +4.4341e+00 -1.2610e-01 -3.0356e-01 +9.3752e-01 +2.0278e+00 -2.6819e+00 -4.8890e-01 -2.8794e+00 +1.1385e+00 -1.0144e-02 +3.8544e+00 -2.2189e+00
168 +5.239629463e+02 +5.239629463e+02 +6.169029463e+02 +6.169029463e+02 +1.4663e+00 +2.1949e+00 -3.8975e+00 +2.8547e+00 +3.9468e+00 +3.4882e+00 +2.2731e+00 -2.2886e+00 +7.1286e-01 +3.6605e+00 -2.5784e+00 -4.8634e+00 +1.7046e+00 +4.9520e+00 +1.2171e+00 -2.5854e+00 +8.4990e-01 -3.3218e-01 +9.8946e-01 +2.5803e+00
1358 +3.337587790e+02 +3.337587790e+02 +4.266987790e+02 +4.266987790e+02 +8.8277e-02 +2.2336e+00 +6.8671e-01 +4.5860e+00 -2.7128e-01 +4.1539e+00 +2.4353e+00 -4.0339e+00 -3.0830e+00 +1.3789e+00 -5.2264e-01 -3.4808e+00 -2.8909e+00 -1.2632e+00 +3.7481e+00 +4.4934e+00 +2.2571e+00 -3.5719e+00 +2.6505e+00 -3.5774e+00
9628 +2.420412255e+02 +2.420412255e+02 +3.349812255e+02 +3.349812255e+02 -3.7977e+00 -6.2336e-01 +1.5497e+00 +3.2578e+00 +4.8170e+00 +3.2665e+00 +1.5661e+00 -3.3265e+00 +3.5270e+00 +3.0414e+00 -3.6721e+00 -1.3926e-01 +1.4450e+00 +7.1730e-01 +1.6943e+00 +3.4396e-01 +2.2292e+00 +2.6811e-01 +2.0116e+00 -2.9198e+00
14997 +1.150955122e+02 +1.150955122e+02 +2.080355122e+02 +2.080355122e+02 -2.6149e+00 -1.2288e+00 -1.4371e+00 +3.8542e+00 +2.8632e+00 +4.8774e+00 +2.1865e+00 -1.2700e+00 +3.6479e+00 +1.4065e+00 -4.1621e-01 -1.7006e+00 -1.9124e+00 -6.7278e-01 +2.2654e+00 -4.4920e-01 +4.9923e+00 -2.0738e+00 +3.7577e+00 -9.0435e-01
29187 +9.415359502e+01 +9.415359502e+01 +1.870935950e+02 +1.870935950e+02 +8.7703e-02 +2.0164e+00 -5.5358e-01 +1.8664e+00 +1.6710e+00 +3.5806e+00 +3.0458e+00 -1.6225e+00 +2.3574e+00 +2.3673e+00 +1.1622e+00 -4.9982e+00 -4.8282e-01 +1.0863e+00 -3.2080e-01 +1.6095e+00 +2.8938e+00 -1.8209e+00 +4.1367e-01 +3.0044e+00
36333 +5.286725210e+01 +5.286725210e+01 +1.458072521e+02 +1.458072521e+02 -1.9495e+00 +3.6404e-02 -2.9915e+00 +4.1710e+00 +2.9701e+00 +3.4569e+00 +3.7706e+00 -4.2138e+00 +4.6024e+00 +6.5198e-01 +1.9595e+00 -4.5294e+00 -7.8963e-01 +1.6016e+00 +2.8878e+00 +2.2277e+00 +3.9720e+00 -2.8195e+00 +9.8946e-01 +2.5925e+00
