% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.894305104e+05 +2.894305104e+05 +2.895067804e+05 +2.895067804e+05 -1.7394e+00 -3.0983e+00 -2.4819e-01 -4.2981e+00 +4.2732e+00 +2.9452e+00 -4.7914e-01 -2.2491e+00 -3.3679e+00 +4.3677e+00 -6.0723e-01 -3.6446e+00 +3.2979e+00 -3.0979e+00 -1.8942e+00 -3.3001e+00 +4.0786e-01 -4.5861e+00 -3.7779e+00 +3.9578e+00
17 +1.124756158e+05 +1.124756158e+05 +1.125518858e+05 +1.125518858e+05 +3.4496e+00 +4.6406e+00 -2.2197e+00 -4.1956e+00 -3.7226e+00 -4.1995e+00 -6.9011e-01 -3.5313e+00 +4.1062e-01 -1.2578e+00 -9.8581e-01 +1.2228e+00 -3.5660e-02 -4.9385e+00 +3.5685e-01 -4.3051e+00 -1.8129e+00 -3.2260e+00 +3.3009e+00 +5.5709e-01
22 +2.305461672e+03 +2.305461672e+03 +2.381731672e+03 +2.381731672e+03 +1.8498e+00 -4.1044e+00 -6.4365e-01 -3.3797e+00 -4.5555e+00 -6.4409e-02 -1.6291e-01 +4.8402e-01 -4.9611e+00 -2.1933e+00 +2.3918e+00 -2.7690e+00 -2.6245e+00 +2.5577e+00 -1.8326e+00 +1.6149e+00 +2.2286e+00 +4.7256e+00 +4.3818e-01 +3.2231e+00
68 +1.102433421e+03 +1.102433421e+03 +1.178703421e+03 +1.178703421e+03 -2.6490e+00 -4.5500e+00 +1.1998e+00 +3.5578e+00 +3.7954e+00 +4.8485e+00 +5.1141e-01 -1.8186e+00 +1.6466e+00 -1.2459e+00 +2.6320e-01 -3.5850e+00 +4.2932e+00 +1.0525e+00 -3.7486e+00 +3.3817e+00 -5.3570e-01 +9.2499e-01 +1.3871e+00 -1.0068e+00
146 +7.044474147e+02 +7.044474147e+02 +7.807174147e+02 +7.807174147e+02 +5.6943e-01 -3.6599e+00 -3.4336e+00 +3.5658e+00 -2.7853e+00 -4.2146e+00 -4.8172e+00 +8.9231e-01 -2.1481e+00 +1.0610e+00 -2.1652e+00 +7.4962e-01 +2.5007e+00 -3.8543e+00 +2.7043e+00 -9.3759e-01 +4.9241e+00 +4.1412e+00 +1.5526e-01 +9.3258e-01
518 +3.755890113e+02 +3.755890113e+02 +4.518590113e+02 +4.518590113e+02 -2.8397e-01 -8.5033e-01 +4.5393e+00 -2.1156e+00 +5.7785e-01 -1.7693e+00 +1.9089e+00 +4.9934e+00 +1.7191e+00 +1.4477e+00 +4.7975e+00 -2.0244e+00 +1.6924e-01 +4.9588e+00 -2.2692e+00 -2.5960e+00 -3.1997e+00 -9.5184e-01 +3.6753e+00 +3.6510e+00
739 +1.810189153e+02 +1.810189153e+02 +2.572889153e+02 +2.572889153e+02 -5.2429e-01 -1.0539e+00 +3.1094e+00 -2.9449e+00 +2.6431e+00 -4.6822e+00 -4.6652e+00 +3.3333e+00 +3.2687e+00 -9.1353e-02 +3.9621e+00 -1.1796e+00 +1.5347e+00 +1.4105e+00 -3.7916e+00 +2.4992e+00 -3.1087e-01 -3.6225e+00 -1.4441e+00 +3.1672e+00
10189 +1.530737231e+02 +1.530737231e+02 +2.293437231e+02 +2.293437231e+02 +4.2757e+00 -4.7911e+00 +1.2975e+00 -3.1256e+00 +9.5418e-01 +1.3991e+00 -2.0731e+00 -1.9525e+00 -8.4766e-02 +3.4188e+00 +1.8751e+00 -2.5401e+00 -1.6920e+00 +5.6819e-02 -9.7934e-01 -4.8352e+00 +5.5791e-01 +1.4142e+00 +2.4305e+00 +1.2044e-01
35426 +9.717993404e+01 +9.717993404e+01 +1.734499340e+02 +1.734499340e+02 +3.3699e+00 -3.6420e+00 -2.5353e+00 +2.3915e+00 -1.3301e+00 -2.9430e-01 +6.2789e-01 +1.7937e+00 +1.9334e+00 +1.3309e+00 +3.7397e+00 -2.2225e+00 -3.7917e+00 +1.3992e+00 +2.3069e+00 +1.3004e+00 -1.8464e+00 -2.1378e-01 +1.3790e+00 -1.2680e+00
228648 +5.495411298e+01 +5.495411298e+01 +1.312241130e+02 +1.312241130e+02 +9.7967e-01 -3.4033e+00 -1.8276e+00 +3.4287e+00 +1.2228e+00 -1.6099e+00 -1.8856e-01 +1.9411e+00 -3.7590e+00 -5.1845e-01 +3.7239e+00 -1.3283e+00 -1.8316e+00 +2.1966e+00 -3.4367e-01 +3.7201e-01 +7.6289e-01 -2.2942e+00 +9.5032e-01 -1.3824e+00
301297 +3.436649795e+01 +3.436649795e+01 +1.106364980e+02 +1.106364980e+02 +9.8940e-01 -3.5709e+00 -2.1356e+00 +3.4675e+00 -3.1583e+00 -2.8160e+00 -7.9527e-01 +1.0568e+00 -1.6702e+00 +1.4170e+00 +2.7932e+00 -1.5838e+00 -4.1244e+00 +3.9452e+00 -8.9913e-02 -3.5386e+00 +1.5454e+00 -1.7020e+00 +2.3939e-01 -1.7684e+00
470877 +2.013055310e+01 +2.013055310e+01 +9.640055310e+01 +9.640055310e+01 +1.0113e+00 -4.1057e+00 -1.0514e+00 +2.1575e+00 -1.3510e+00 -2.0560e+00 -6.6292e-01 +2.3213e+00 -1.6521e+00 +1.2177e+00 +2.7935e+00 -1.5862e+00 -4.1244e+00 +3.9439e+00 -1.4318e+00 -2.0544e+00 +1.5853e+00 -1.4671e+00 +2.4426e-01 -1.3433e+00
641633 +1.569062669e+01 +1.569062669e+01 +9.196062669e+01 +9.196062669e+01 -1.2346e+00 -1.2025e+00 -2.5450e+00 +1.5032e+00 -1.5864e+00 -1.9900e+00 -8.1947e-01 +1.3480e+00 -2.1100e+00 +2.6343e+00 +2.7981e+00 -1.5850e+00 -3.8119e+00 +3.9439e+00 -1.4318e+00 -9.1220e-01 +5.8962e-01 -1.7606e+00 +3.3965e-01 -1.3824e+00
1347839 +9.957473365e+00 +9.957473365e+00 +8.622747337e+01 +8.622747337e+01 -8.0802e-01 -1.2443e+00 -2.4708e+00 +1.4215e+00 -1.7129e+00 -2.1815e+00 -6.6346e-01 +1.3910e+00 -2.0709e+00 +2.5851e+00 +2.7151e+00 -1.7468e+00 -3.7898e+00 +3.9137e+00 -2.0567e+00 -2.0348e+00 +9.2487e-01 -2.4949e+00 +1.8187e-01 -2.0087e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.567604101e+06 +6.567604101e+06 +6.567581551e+06 +6.567581551e+06 +4.0669e+00 -1.4104e-01 +1.1423e-01 -4.8408e-01 +1.4709e+00 +2.5515e-01 +4.7308e+00 -4.6624e+00 +3.5827e-01 +1.0775e+00 +3.0401e+00 +3.0248e+00 +1.6680e+00 +2.6477e+00 -2.6513e+00 -1.7817e+00 -1.1706e+00 -8.5393e-01 -2.3471e+00 -3.4552e+00
3 +7.425012644e+05 +7.425012644e+05 +7.424787144e+05 +7.424787144e+05 +1.4246e+00 -2.1222e-01 +4.9465e+00 +1.0048e+00 +1.0719e+00 +2.0656e+00 -1.3844e+00 -4.3191e+00 +4.2590e-01 -3.6001e+00 -1.4586e+00 -1.9081e+00 +2.0000e+00 +2.9324e+00 +2.1564e+00 -2.4844e+00 +2.6878e+00 -1.6663e+00 -3.1138e+00 -4.3227e+00
4 +1.447731942e+05 +1.447731942e+05 +1.447506442e+05 +1.447506442e+05 +3.1595e-02 -1.1976e+00 -4.8234e+00 +3.7904e+00 +9.6241e-01 -1.7837e+00 +4.6183e+00 -2.5016e-01 -1.7858e+00 -4.8171e+00 -2.1033e+00 +4.9823e+00 -3.6275e+00 -1.0132e-01 +6.0751e-01 -8.1161e-01 +1.0221e+00 +4.9694e+00 -2.5242e+00 +2.2078e+00
24 +2.128504708e+04 +2.128504708e+04 +2.126249708e+04 +2.126249708e+04 +4.9625e+00 +1.7167e+00 -4.3063e+00 -2.4132e+00 +9.3383e-01 -1.8085e+00 -2.0917e+00 -3.7257e+00 -1.1351e+00 +4.9010e+00 -4.3572e+00 +3.9164e+00 -3.3572e+00 -6.6640e-01 -3.3057e+00 -4.3342e+00 -2.7072e+00 -3.6321e+00 +3.6677e+00 -3.7068e+00
57 +2.919400155e+03 +2.919400155e+03 +2.896850155e+03 +2.896850155e+03 +2.8814e+00 -2.2810e-02 -4.0542e+00 +3.7047e+00 +4.9845e-01 +3.0656e+00 +2.5136e+00 -1.7985e+00 -3.4259e+00 -3.1927e+00 -2.2296e+00 +4.9870e+00 -1.5673e+00 -3.6641e+00 +2.6802e+00 -3.9917e+00 +4.5905e+00 -3.6816e+00 -4.3226e+00 +2.4593e+00
153 +5.204243628e+02 +5.204243628e+02 +4.978743628e+02 +4.978743628e+02 -4.5742e+00 +3.6886e+00 -1.2439e+00 +8.2756e-01 +4.1891e+00 +4.3857e+00 -6.3724e-02 +4.7075e+00 +1.6102e+00 -2.3631e+00 -2.8603e+00 +3.3794e-01 +1.1164e+00 +3.4205e+00 -8.2722e-01 +4.2817e+00 +4.5120e+00 -3.1578e+00 -2.3723e+00 +4.1804e+00
269 +3.054515274e+02 +3.054515274e+02 +2.829015274e+02 +2.829015274e+02 +1.5603e+00 -3.7742e+00 +2.5688e+00 -3.0754e+00 +4.0697e+00 +2.4211e+00 -4.8697e+00 +3.5954e+00 +3.7727e+00 -1.2885e+00 -1.3548e+00 -4.4082e+00 -4.7496e+00 +1.5352e+00 +3.5840e+00 -4.0384e+00 +3.9484e+00 -2.3091e+00 -1.0032e+00 +2.9530e+00
1035 +2.206452941e+02 +2.206452941e+02 +1.980952941e+02 +1.980952941e+02 +2.8586e+00 +3.9294e+00 +3.1423e+00 +2.9026e+00 +2.8017e+00 +2.1350e-01 -2.6916e+00 +1.3908e+00 +3.0199e+00 -6.8223e-01 +3.2240e+00 -9.5994e-01 +4.6637e+00 -9.5648e-01 -8.0510e-01 -5.5286e-02 -4.6610e+00 -4.0455e-01 -3.3210e+00 +8.5025e-01
8929 +1.544996299e+02 +1.544996299e+02 +1.319496299e+02 +1.319496299e+02 +2.3596e+00 +3.4884e+00 -3.7485e-01 -2.0195e+00 -1.9630e+00 -4.3065e-01 +3.4309e+00 -3.4210e+00 -3.0812e+00 +2.3070e+00 -4.1109e+00 -4.0983e+00 +1.0207e+00 -1.4127e+00 -4.1157e-02 +1.0767e+00 +3.3618e+00 -2.0277e+00 +4.6148e+00 -7.6628e-01
42082 +9.054480049e+01 +9.054480049e+01 +6.799480049e+01 +6.799480049e+01 +2.3226e+00 -2.3058e+00 +3.6493e+00 -4.0085e-01 +1.9384e+00 -3.9461e+00 -2.2827e+00 -4.8988e+00 +1.1189e+00 -1.6978e+00 +7.9660e-02 -6.6611e-01 +4.2734e+00 -2.9674e+00 +8.2283e-01 -1.9910e+00 +1.9217e+00 -2.1479e+00 +2.5286e+00 +2.1101e+00
294972 +6.075427883e+01 +6.075427883e+01 +3.820427883e+01 +3.820427883e+01 -1.6034e+00 +1.8146e+00 +4.2009e+00 -1.2622e+00 +2.3061e+00 +1.0471e+00 -1.5081e+00 -4.6512e+00 +4.7084e+00 -2.5700e+00 -1.0223e+00 -1.8760e+00 +3.5298e+00 -2.3851e-01 -2.0112e+00 +1.6536e+00 +1.9439e+00 -2.1504e+00 +3.0683e-01 +1.2805e+00
420790 +3.845620228e+01 +3.845620228e+01 +1.590620228e+01 +1.590620228e+01 +3.6890e-01 +1.8437e+00 +4.8969e-01 -1.4425e+00 +1.1123e+00 -1.2805e+00 +1.5247e-01 -3.7294e+00 +2.8754e+00 +2.2693e-02 +4.8547e-01 +2.0077e+00 +2.3048e+00 +1.0738e+00 -2.0308e+00 +1.2116e+00 +2.0397e+00 -4.3461e+00 +2.6422e-01 +7.2868e-01
627237 +2.392805442e+01 +2.392805442e+01 +1.378054420e+00 +1.378054420e+00 +4.5285e-01 +2.3620e+00 +3.4051e+00 +6.0354e-02 +2.3138e+00 -1.5930e+00 +1.4757e-01 -3.8485e+00 +2.8559e+00 +6.0226e-01 -1.5910e-01 -1.2795e+00 +3.9283e+00 -2.7971e-01 -1.4861e+00 +2.4071e+00 +2.4230e+00 -3.5738e+00 +8.8617e-02 +6.4423e-01
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.080727229e+06 +9.080727229e+06 +9.080740889e+06 +9.080740889e+06 +1.5484e+00 -1.7879e+00 +1.0198e+00 -4.2706e+00 +1.4015e+00 +2.2478e+00 -4.7253e+00 +3.4603e-01 +2.1014e+00 +2.4871e+00 -4.9423e+00 -1.3199e+00 +3.8475e+00 -4.0478e+00 +1.9186e+00 +1.5959e+00 +9.6822e-01 +2.1322e+00 +4.5107e+00 -1.8464e+00
3 +4.607211077e+02 +4.607211077e+02 +4.743811077e+02 +4.743811077e+02 -1.1066e+00 +3.8684e+00 -2.2036e-01 +4.8476e+00 -3.2592e+00 -2.6429e+00 -7.7305e-01 -4.9053e+00 -3.1588e+00 -9.3597e-01 +2.1535e+00 -1.8171e+00 +4.3291e+00 -1.0452e+00 -3.0641e-01 -7.6482e-01 -2.5175e+00 -4.8844e+00 -7.9000e-01 +8.7164e-01
129 +3.713237958e+02 +3.713237958e+02 +3.849837958e+02 +3.849837958e+02 +1.9074e+00 -2.3656e+00 +4.8965e+00 +1.1439e+00 -4.7039e+00 -2.1575e+00 +1.9603e+00 -2.5222e+00 +4.6391e+00 -3.7052e+00 +3.0562e+00 +3.8249e+00 -8.2174e-01 -1.0870e+00 +4.7685e+00 -2.9618e+00 +4.7909e+00 -4.8193e+00 +1.9615e+00 +3.1365e+00
1375 +2.367351753e+02 +2.367351753e+02 +2.503951753e+02 +2.503951753e+02 +2.3495e+00 +1.7074e+00 +7.4969e-01 -2.3470e+00 -3.7798e+00 -3.7127e+00 -9.4163e-01 +1.3528e+00 -2.4307e+00 -1.0842e+00 -4.4347e+00 +4.7595e+00 +2.0754e+00 -2.2292e+00 +3.0356e+00 -3.3956e+00 +1.4483e+00 -4.0718e+00 +3.6393e-01 -3.8152e+00
24354 +1.488452036e+02 +1.488452036e+02 +1.625052036e+02 +1.625052036e+02 +4.6220e-01 -1.9084e+00 +4.3398e+00 -1.3998e+00 +1.2314e+00 +2.8358e-02 +2.5395e+00 -3.2963e+00 -4.4402e+00 +3.1776e-01 -9.6412e-01 +3.2919e+00 -4.6542e+00 +6.4181e-01 +2.1692e+00 +2.5303e+00 +9.2811e-01 -3.4086e+00 +3.9786e+00 -1.5243e+00
47872 +7.349095915e+01 +7.349095915e+01 +8.715095915e+01 +8.715095915e+01 -3.0329e+00 +1.4792e+00 +1.9738e+00 -3.6474e-01 -2.1033e+00 -2.0569e+00 +2.5309e+00 -6.3846e-01 +1.9164e+00 -4.8102e+00 -3.5970e+00 +3.1523e+00 -3.1115e+00 -2.9166e+00 +1.2458e-01 -2.4569e+00 -7.3417e-01 -1.5224e+00 -1.9170e+00 -2.7869e+00
351096 +4.963353420e+01 +4.963353420e+01 +6.329353420e+01 +6.329353420e+01 -7.3492e-01 +3.6094e+00 +1.0156e+00 +2.1917e+00 -9.9889e-01 -2.1671e+00 +2.8598e+00 -1.4022e+00 +1.1868e-01 -4.3466e+00 -2.5441e+00 +3.4282e+00 +5.5757e-01 +2.2984e+00 +2.3561e+00 +3.2370e+00 -2.0982e+00 -3.6239e+00 -7.4176e-01 -2.3581e+00
367463 +3.405359846e+01 +3.405359846e+01 +4.771359846e+01 +4.771359846e+01 +1.0861e+00 +3.6094e+00 +1.0104e+00 +2.1917e+00 -9.9889e-01 -2.1671e+00 +2.8598e+00 -1.4022e+00 +1.1868e-01 -4.3466e+00 -2.5441e+00 +3.4282e+00 -4.6536e-01 -5.2910e-01 +2.2833e+00 +3.2371e+00 -2.0586e+00 -3.6239e+00 -7.4176e-01 -2.3581e+00
1542718 +2.507555424e+01 +2.507555424e+01 +3.873555424e+01 +3.873555424e+01 +1.0698e+00 +1.7499e+00 +3.7506e+00 -3.1879e-01 -2.3162e-01 -6.6359e-01 +4.1284e+00 -1.2459e+00 +2.5002e+00 -4.8830e+00 +2.1249e-03 +2.8820e+00 -2.8685e+00 -3.1907e-01 +2.2808e+00 +2.5036e+00 -3.1948e+00 -3.9274e+00 +3.1638e-01 -2.2663e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.066297433e+02 +5.066297433e+02 +1.444469743e+03 +1.444469743e+03 -1.3815e+00 +2.9689e+00 +2.6327e+00 +4.7681e+00 +2.9322e+00 +9.5979e-01 -4.4056e+00 -4.9190e+00 +6.2557e-01 +3.6142e+00 +4.7389e+00 +3.2774e+00 +1.6544e+00 -4.2274e+00 +2.2447e+00 -3.5100e+00 -3.6211e+00 -2.7041e+00 +4.6997e+00 +4.4394e+00
52 +2.799480977e+02 +2.799480977e+02 +1.217788098e+03 +1.217788098e+03 -4.8470e+00 +1.4626e+00 -2.2241e+00 +1.6630e+00 +2.7900e-01 +3.3010e+00 +2.7070e+00 +1.4119e+00 +2.7855e+00 +2.5479e+00 +1.3113e+00 +9.4198e-01 -2.3605e+00 -2.1549e+00 -1.8525e+00 +3.8925e+00 +4.3295e+00 -2.8172e+00 +3.0661e+00 -3.5160e+00
3045 +2.267302369e+02 +2.267302369e+02 +1.164570237e+03 +1.164570237e+03 -1.4569e+00 +4.2780e+00 +3.1511e+00 +3.9399e+00 -1.1937e-01 +4.1580e+00 +8.2602e-01 -4.3364e+00 -1.2539e+00 +2.6425e+00 -5.8061e-01 +4.1445e+00 -3.3260e+00 -3.7443e+00 -3.0834e+00 +2.8305e+00 -4.8159e+00 -3.2581e+00 -4.3792e+00 -4.3544e+00
9471 +1.150406320e+02 +1.150406320e+02 +1.052880632e+03 +1.052880632e+03 +1.7175e+00 +1.5729e+00 +4.2358e+00 -4.5005e+00 -4.1256e+00 -6.9778e-01 -1.5782e+00 +1.6476e+00 +2.4537e+00 +1.5854e+00 -4.8519e+00 +7.0315e-02 -3.3618e+00 +2.7729e+00 +2.2449e+00 -4.7893e+00 +1.0333e+00 -3.3897e+00 +1.3487e+00 +2.5825e+00
33573 +9.214332865e+01 +9.214332865e+01 +1.029983329e+03 +1.029983329e+03 +8.8459e-01 +2.3895e+00 +3.3934e+00 -3.1268e+00 +1.0536e-01 +3.6426e+00 -1.5932e+00 +4.7357e+00 +2.2102e+00 +2.8216e+00 +6.1505e-01 -1.1971e+00 +5.2281e-01 +2.8696e+00 -1.2852e-01 +3.8717e+00 +3.7919e+00 -4.5219e+00 -3.1881e+00 +4.9821e+00
321807 +6.199244842e+01 +6.199244842e+01 +9.998324484e+02 +9.998324484e+02 -7.8586e-01 +2.0796e+00 +4.7358e+00 -1.1945e+00 -3.1470e+00 +2.4180e+00 +8.5358e-01 +3.7435e+00 +1.6375e+00 -8.5396e-02 -4.3766e-01 -1.2172e+00 -4.2124e+00 +1.4874e+00 -2.1214e+00 +2.7660e+00 +2.4931e+00 -2.8172e+00 +1.2484e+00 -1.5194e+00
780440 +3.935322421e+01 +3.935322421e+01 +9.771932242e+02 +9.771932242e+02 +2.5035e+00 +2.3921e+00 +4.1154e+00 -1.5885e+00 +2.3745e+00 +3.7804e+00 -2.4176e+00 +3.0890e+00 +2.1947e+00 +3.2908e+00 -2.8713e+00 +7.0150e-01 -4.8219e+00 -4.9126e-02 -3.9130e-02 +4.5079e-02 +1.6740e+00 -3.7204e+00 +1.5124e-02 -1.1312e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.620478531e+07 +4.620478531e+07 +4.620470659e+07 +4.620470659e+07 +4.4748e+00 -2.9403e+00 +2.8887e+00 -3.6706e+00 -2.1034e+00 +1.9238e+00 +2.4451e+00 -3.3575e-01 +3.3673e+00 +3.3499e+00 -1.0453e-01 -2.2860e+00 -4.8741e+00 +4.3646e+00 +3.2281e+00 +3.1672e+00 -2.8552e+00 +1.1453e+00 -4.4694e+00 +8.1480e-01
2 +1.983176882e+06 +1.983176882e+06 +1.983098162e+06 +1.983098162e+06 +3.3051e+00 -4.0566e-01 -2.9307e-02 -3.8012e+00 -1.4737e-01 +2.6966e+00 +4.3618e+00 +1.3677e+00 -2.1669e+00 -3.4016e+00 -2.0738e+00 +2.2092e+00 -4.1060e+00 -1.5106e+00 -5.8225e-01 -2.8149e+00 -3.6335e+00 -1.3007e+00 -9.1324e-01 +9.3167e-01
17 +2.492203664e+05 +2.492203664e+05 +2.491416464e+05 +2.491416464e+05 +4.5360e-01 +3.0189e+00 +4.3622e+00 +4.0438e+00 +5.1773e-01 +3.2980e+00 +2.7355e+00 +9.6937e-01 -2.6953e+00 +2.5385e+00 -3.6103e+00 -9.1393e-01 -6.5397e-01 +2.7980e+00 -7.6393e-01 +4.4514e+00 -4.8304e+00 -3.6280e+00 -1.6821e+00 +8.2307e-03
26 +6.480713751e+02 +6.480713751e+02 +5.693513751e+02 +5.693513751e+02 +1.0783e+00 +2.6091e+00 +2.2720e+00 -4.2182e+00 +2.4022e-01 -3.3843e+00 -4.7443e+00 -3.8440e+00 -4.9284e+00 -4.7522e+00 -3.6973e+00 -6.7458e-01 -3.2281e+00 +1.4396e-01 +2.1662e+00 -3.9347e+00 +4.9579e-01 +1.3329e+00 +4.5662e-01 +4.2524e+00
249 +4.285615781e+02 +4.285615781e+02 +3.498415781e+02 +3.498415781e+02 +2.6553e+00 +8.4130e-01 -1.5613e+00 +1.7077e+00 +4.7793e+00 +4.0195e+00 +3.2956e+00 -4.4003e+00 -8.7858e-01 -2.9575e+00 -4.3412e+00 -5.2519e-01 -1.1381e+00 -2.6923e+00 -2.1460e+00 +3.6044e+00 +3.0772e+00 -5.2336e-01 +1.0660e+00 +4.9049e+00
518 +3.963783105e+02 +3.963783105e+02 +3.176583105e+02 +3.176583105e+02 +4.8631e-01 +4.5745e+00 -1.6825e+00 -4.6471e+00 +3.2420e+00 -3.0723e+00 +3.9435e+00 +3.1650e-01 +1.1703e+00 +2.3493e+00 -4.9584e+00 +4.9329e+00 +2.1738e-01 +4.0701e+00 -3.9671e+00 +2.3850e+00 -3.7014e+00 -4.9080e+00 -5.6218e-01 -3.3517e+00
