% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.258469382e+03 +1.258469382e+03 +1.241529382e+03 -1.694000000e+01 -3.4488e+00 +3.7534e+00 +2.6415e+00 +1.4767e+00 -1.7412e+00 -4.6343e+00 -9.2005e-02 +4.3388e+00 -3.7904e+00 +3.8466e+00 -4.8722e-01 +1.0943e+00 -3.7051e+00 +3.2249e+00 -4.7151e+00 +2.5654e+00 +1.2648e+00 +2.5922e-01 -4.7305e+00 -3.3925e+00
376 +1.391888369e+01 +1.391888369e+01 -3.021116309e+00 -1.694000000e+01 +3.4706e+00 +8.3250e-01 +2.6256e+00 +1.4384e+00 +1.6411e+00 +7.0555e-01 +1.2563e+00 +5.6362e-01 -4.3800e+00 -4.7076e+00 +1.4920e-01 +3.3055e+00 -3.8108e-01 -4.9127e+00 +2.6015e+00 +2.5190e+00 +2.0484e+00 +8.1056e-01 +4.1830e+00 +1.8640e+00
536 +9.230992405e+00 +9.230992405e+00 -7.709007595e+00 -1.694000000e+01 +3.4706e+00 +2.5652e+00 -4.5984e+00 -2.4947e-01 +4.9392e+00 +3.1532e+00 +2.5245e+00 +2.4806e+00 -2.1790e-01 -3.2783e+00 +3.8944e+00 -1.7723e+00 -2.6202e-01 -4.9127e+00 +2.6015e+00 +2.5190e+00 +2.0484e+00 +8.1056e-01 +4.1830e+00 +1.8640e+00
1230 +6.136357633e+00 +6.136357633e+00 -1.080364237e+01 -1.694000000e+01 +3.4706e+00 +8.3250e-01 -1.8121e+00 -1.5722e+00 +4.1202e+00 +3.8506e-02 +3.4106e+00 -4.9051e+00 -3.2259e-02 -2.4118e+00 +6.1646e-01 +3.3055e+00 -3.8108e-01 -4.6978e+00 +2.5843e+00 +2.8390e+00 +3.8119e+00 +8.1056e-01 +2.8081e+00 +3.0229e+00
15072 +3.948041281e+00 +3.948041281e+00 -1.299195872e+01 -1.694000000e+01 +1.4998e+00 +3.6373e+00 -4.3579e+00 +5.6494e-01 +9.6446e-01 -4.2123e+00 +4.1872e+00 -2.1636e+00 +8.8414e-01 -4.9471e+00 +2.3047e+00 -1.2971e+00 -1.9299e+00 -7.4259e-01 +3.9961e+00 +4.6802e+00 +3.0100e+00 +7.3907e-01 +9.3962e-01 +3.4880e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.675670142e+01 +3.675670142e+01 +5.556670142e+01 +1.881000000e+01 -4.1336e+00 +2.9259e+00 +2.8177e+00 +3.0650e+00 -8.1119e-01 +1.4430e+00 -2.2327e-01 +2.9060e+00 +4.4838e-01 +4.4315e+00 -2.4211e+00 +1.0051e+00 -2.0631e+00 -3.3403e+00 -1.0999e+00 +2.9545e+00 +3.8844e+00 -2.2565e+00 +4.5924e+00 -4.7281e+00
399 +9.423291709e+00 +9.423291709e+00 +2.823329171e+01 +1.881000000e+01 +1.1192e+00 -6.8531e-01 -3.2953e+00 +2.9586e+00 +1.9442e+00 -4.7060e+00 -2.7032e+00 -2.9429e-01 +1.7706e+00 +1.7213e+00 -3.8621e+00 +2.8753e+00 +7.1570e-01 -2.6025e+00 -2.7227e+00 +7.1472e-01 -4.6461e+00 +3.5796e+00 -1.9253e+00 +3.5597e-01
989 +5.920067751e+00 +5.920067751e+00 +2.473006775e+01 +1.881000000e+01 +1.1192e+00 -6.8531e-01 -3.2953e+00 +2.9586e+00 +1.9442e+00 -3.0072e+00 +4.3206e-01 +1.8965e+00 -1.2329e+00 +2.2433e+00 -3.8621e+00 +2.8753e+00 +7.1570e-01 -2.6025e+00 -2.7227e+00 +7.1472e-01 -3.1323e+00 +2.4192e+00 -2.2002e+00 +1.5317e+00
4727 +3.920621757e+00 +3.920621757e+00 +2.273062176e+01 +1.881000000e+01 +1.7623e+00 -6.1370e-01 -3.3549e+00 +2.9586e+00 +1.9442e+00 -3.6117e+00 +4.3206e-01 +1.8965e+00 -7.8997e-01 +2.2433e+00 -3.8621e+00 +2.8753e+00 +7.1570e-01 -2.7748e+00 -2.7227e+00 +7.4741e-01 -3.1323e+00 +2.4192e+00 -2.1136e+00 +1.5317e+00
15846 +2.509438099e+00 +2.509438099e+00 +2.131943810e+01 +1.881000000e+01 +2.5588e+00 -3.8871e-01 -1.1928e+00 +2.9636e-01 +1.5068e+00 -3.9759e+00 +3.0758e+00 +4.8904e-01 +2.4916e+00 +1.6846e+00 -2.7035e+00 +3.3987e+00 +3.4924e+00 +9.5808e-02 -3.2279e-01 -3.1204e+00 -4.1523e+00 +4.6211e+00 +4.1461e-01 +1.0568e+00
26748 +1.573054552e+00 +1.573054552e+00 +2.038305455e+01 +1.881000000e+01 +2.6898e+00 -2.3246e+00 -1.3491e+00 +3.1371e-01 +3.1278e-01 -3.7327e+00 +2.1299e+00 +1.3138e+00 +1.5435e+00 +2.0500e+00 -2.4749e+00 +3.8183e+00 +2.5698e+00 -7.7907e-02 -1.4891e+00 -1.5083e+00 -2.4845e+00 +1.4673e+00 -2.8833e-01 +3.0221e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
