% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.583565327e+05 +1.583565327e+05 +1.584803627e+05 +1.584803627e+05 -4.4174e+00 -3.9228e+00 -1.9447e+00 +1.8368e-01 +1.7727e+00 -6.4310e-01 +4.0595e-01 +2.2985e+00 -2.8826e+00 +3.7572e+00 -4.1395e+00 +6.5975e-01 +2.3166e+00 -4.2455e+00 +1.0388e+00 -4.3141e+00 -6.5980e-01 +9.5907e-01 -1.9403e+00 -2.9813e+00
28 +7.903825910e+04 +7.903825910e+04 +7.916208910e+04 +7.916208910e+04 +1.8711e-01 +1.7319e+00 +3.9708e+00 -5.3519e-01 -2.2045e+00 -1.0812e+00 +4.2377e+00 -2.1182e+00 +3.6277e+00 -4.1770e+00 +8.1078e-01 -2.2461e+00 +2.5430e+00 -1.0963e-01 -3.1329e-01 +2.8049e+00 -8.2536e-01 +1.6508e+00 +1.3947e+00 +1.4958e+00
116 +3.129237115e+04 +3.129237115e+04 +3.141620115e+04 +3.141620115e+04 -3.2942e+00 +3.4418e+00 -2.3581e+00 -3.6527e-01 +2.5989e+00 +7.5355e-01 +2.0323e+00 -2.2173e+00 -3.6244e-02 -1.3612e+00 -2.1681e+00 -3.2437e+00 -2.1014e+00 +8.8894e-01 +1.3052e+00 -3.8373e+00 -2.2697e+00 +2.3564e+00 +3.4388e+00 -6.2278e-01
7094 +2.284426287e+04 +2.284426287e+04 +2.296809287e+04 +2.296809287e+04 -1.6177e+00 +5.7041e-01 +2.7327e+00 +1.2024e+00 +1.4021e-01 +3.2302e+00 +1.8350e+00 +2.2752e-01 +1.1383e+00 -2.5032e+00 +9.5972e-02 -2.2034e+00 -2.9149e+00 +8.8870e-01 +1.0059e+00 -1.7745e+00 -2.3566e+00 +2.9025e-01 +1.1412e+00 +2.9109e-01
15840 +1.583067060e+04 +1.583067060e+04 +1.595450060e+04 +1.595450060e+04 -3.2942e+00 +3.4418e+00 -1.1693e+00 -3.6527e-01 +2.5989e+00 +7.5355e-01 +2.0323e+00 -2.2173e+00 -3.6244e-02 -1.3612e+00 -2.1681e+00 -3.2437e+00 -2.1014e+00 +8.8894e-01 +1.3052e+00 -3.8373e+00 +3.5138e-01 +3.0542e+00 -1.1418e-01 -6.2278e-01
21085 +9.830976080e+03 +9.830976080e+03 +9.954806080e+03 +9.954806080e+03 -3.4977e-01 +7.0653e-01 +1.1853e+00 -7.9981e-01 +1.0900e+00 -2.0932e-01 -2.9269e+00 +2.8231e-01 +2.0424e+00 -2.0086e+00 -1.7838e-01 +7.9208e-01 +7.5073e-01 -7.7196e-01 +7.4198e-01 +3.3272e+00 -3.1208e-01 -1.1841e+00 -1.0761e+00 +1.4466e+00
24759 +4.750373006e+03 +4.750373006e+03 +4.874203006e+03 +4.874203006e+03 -2.7543e-01 +1.0932e+00 +2.1057e+00 +5.5738e-01 -1.0147e+00 -8.8430e-01 -8.8435e-02 +3.4073e-01 -1.1561e+00 +9.2299e-01 -4.5988e-01 -6.4473e-01 -2.3750e-01 +2.1772e+00 +1.3277e+00 +2.1445e-01 -1.5357e+00 +1.1742e+00 +2.0741e+00 -1.6176e+00
28735 +3.807809114e+03 +3.807809114e+03 +3.931639114e+03 +3.931639114e+03 -1.6407e+00 -1.0184e-03 +2.2187e-01 -9.1376e-02 -2.5271e+00 -5.7892e-01 +4.0762e-01 -3.5587e-01 -9.8270e-01 -1.0532e+00 +5.9400e-01 +5.5514e-02 +7.5073e-01 +1.5095e-01 +3.7168e-01 -4.7215e-02 -1.8430e+00 +4.7063e-01 -1.5337e+00 +1.3986e+00
35681 +1.725890892e+03 +1.725890892e+03 +1.849720892e+03 +1.849720892e+03 +2.3621e-02 +7.9696e-01 +1.6841e+00 +9.3065e-01 -1.1067e+00 -5.7892e-01 +4.0762e-01 +8.0989e-01 +2.1569e-01 -1.5552e-01 -1.8761e+00 -3.1704e-01 -8.7272e-01 +1.2358e+00 +3.7168e-01 -6.4757e-01 -6.5897e-01 -8.8444e-03 +6.3131e-01 +1.1129e-01
42455 +1.576714937e+03 +1.576714937e+03 +1.700544937e+03 +1.700544937e+03 +2.3618e-02 +7.9696e-01 +1.6841e+00 +9.3065e-01 -1.1067e+00 -5.7892e-01 +4.0762e-01 +8.0989e-01 +2.1569e-01 -1.5552e-01 +6.1818e-01 +1.4262e+00 -1.1454e+00 +3.5738e-02 +5.9392e-01 +1.0075e+00 -6.5897e-01 -8.8444e-03 +6.3131e-01 +1.1129e-01
