% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.450185231e+001 +6.450185231e+001 -3.804814769e+001 -3.804814769e+001 -1.5702e+000 +3.8350e-001 +2.9421e+000 +2.8135e+000 +6.7793e-001 -3.9720e+000 +3.6694e+000 -2.1490e+000 -3.5660e+000 +3.8182e+000 +4.7423e+000 +4.6617e+000 -5.1892e-001 -1.2674e+000 -9.3071e-001 -7.6124e-001 +1.1823e+000 -7.9298e-001 -3.6724e+000 -4.1105e+000
2 +1.878951755e+001 +1.878951755e+001 -8.376048245e+001 -8.376048245e+001 +1.3849e+000 -3.5874e+000 +3.8122e-001 +2.0577e+000 +1.1464e+000 +1.4378e+000 +2.5192e+000 -8.5742e-001 +2.2393e+000 +1.8538e+000 -1.3665e+000 +3.6985e+000 -2.6486e+000 -2.2965e+000 -1.0121e+000 -1.7619e+000 -1.8571e+000 +1.5837e-001 +1.4741e+000 -2.1141e+000
62 +1.533053199e+001 +1.533053199e+001 -8.721946801e+001 -8.721946801e+001 +2.3956e+000 -2.5631e+000 -1.0152e+000 -3.8687e+000 -6.1258e-001 -1.6944e+000 +6.2803e-001 -1.1000e+000 +5.8526e-001 +7.5114e-002 +4.6589e-001 -2.5540e+000 -6.3958e-003 -2.9680e+000 +1.0856e+000 -1.1025e+000 -8.7496e-001 -6.2301e-001 +5.7218e-001 +4.2683e+000
684 +9.031132095e+000 +9.031132095e+000 -9.351886791e+001 -9.351886791e+001 +3.2535e+000 -1.4458e+000 +1.5862e+000 +2.6141e-001 -3.9855e-001 -1.3770e+000 -7.2197e-001 +1.7780e-001 -3.8114e-001 -2.8269e+000 +1.9385e+000 +9.3280e-001 -1.1020e+000 -2.0398e+000 +2.1671e+000 -3.4417e+000 -9.7774e-001 -1.6239e-001 -1.0170e+000 +1.3749e+000
2124 +6.298650346e+000 +6.298650346e+000 -9.625134965e+001 -9.625134965e+001 +2.1516e+000 -1.4557e+000 +1.2378e-001 +4.0761e-001 -6.3223e-001 +4.4107e-001 -6.9599e-001 +1.7791e-001 +5.8922e-001 -2.8008e+000 -4.9964e-001 +2.9252e-001 -2.1087e+000 -4.5100e-001 +1.8579e+000 -3.3350e+000 -6.1077e-001 -2.2596e-001 -9.9785e-001 +8.6124e-001
66435 +3.913872934e+000 +3.913872934e+000 -9.863612707e+001 -9.863612707e+001 +1.8680e+000 -1.9541e+000 -2.2291e-001 +3.8294e-001 +5.9268e-001 +1.9847e+000 -2.1412e+000 +7.4784e-001 +1.5670e+000 -2.7175e+000 -1.0838e+000 +2.6715e-001 +1.6793e+000 -1.2953e+000 -1.5040e+000 -1.4736e+000 +3.5914e-001 -3.3009e-001 -9.3550e-001 +1.0201e+000
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.709094946e+001 +4.709094946e+001 +1.187809495e+002 +1.187809495e+002 +4.5942e+000 -1.2982e+000 +2.8746e+000 -2.7611e+000 -2.7000e+000 -4.9398e+000 -3.1757e+000 +4.0583e+000 +1.4137e+000 +2.9166e+000 -7.1773e-001 +2.9144e+000 -1.1997e+000 -1.9037e+000 +8.9997e-001 -3.0540e+000 +3.1857e+000 +8.9288e-001 +4.2730e+000 +1.0764e+000
9 +3.230355007e+001 +3.230355007e+001 +1.039935501e+002 +1.039935501e+002 +4.2768e+000 -4.3366e+000 +1.5867e+000 +3.4687e+000 -2.9417e+000 -1.5577e+000 +3.5402e+000 -6.4001e-001 +2.1731e+000 +2.6048e+000 -2.6787e+000 +3.3549e+000 -2.2099e+000 -8.4288e-001 -1.1972e+000 +8.7474e-001 -1.3650e+000 +1.5480e+000 -2.5526e+000 +2.3924e+000
46 +1.705784971e+001 +1.705784971e+001 +8.874784971e+001 +8.874784971e+001 +4.7889e+000 -7.5543e-001 +1.0925e+000 +2.4680e+000 -2.7232e+000 -1.2180e-002 +1.6758e+000 +4.0916e-002 -6.1297e-002 +1.9765e+000 +2.1353e+000 -1.8527e-001 +5.6744e-002 +3.5447e+000 -7.3945e-001 -2.5785e+000 -3.7472e+000 -9.5234e-002 -1.5065e+000 -7.6799e-001
