% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.552527224e+01 +5.552527224e+01 -4.702472776e+01 -1.025500000e+02 +2.9688e+00 +1.0646e+00 -3.9993e-02 +3.8612e+00 -1.3181e-02 -4.6131e+00 -1.3318e+00 -1.6863e-01 +4.7381e+00 +4.0914e+00 -3.5115e+00 -1.3175e+00 -3.4725e+00 -2.6131e+00 -2.6320e+00 -9.9595e-01 +5.6472e-01 -2.0605e+00 -1.9791e+00 +4.7550e+00
396 +1.473129672e+01 +1.473129672e+01 -8.781870328e+01 -1.025500000e+02 +8.7655e-01 +2.2721e+00 +2.6112e+00 -3.9384e+00 +1.6839e-01 -2.5999e-02 -6.9288e-01 +1.4695e+00 +1.2503e+00 -2.2405e+00 -7.0693e-01 -1.5867e+00 +1.0345e+00 +2.1476e+00 -1.7265e+00 +1.0236e+00 -1.0706e+00 -1.4535e+00 -1.4497e+00 -2.2562e+00
985 +9.572648885e+00 +9.572648885e+00 -9.297735112e+01 -1.025500000e+02 +4.9518e+00 +1.7308e-01 -3.0904e-01 -9.8551e-02 -2.1755e+00 +1.3577e-01 -6.9288e-01 +1.4695e+00 +1.2503e+00 -2.2405e+00 +1.6996e+00 -7.2890e-02 -7.8114e-01 -2.0052e+00 +1.2260e+00 -1.1528e+00 -3.2048e+00 -1.4123e+00 -8.2035e-01 +2.4814e-01
22935 +6.265720644e+00 +6.265720644e+00 -9.628427936e+01 -1.025500000e+02 +1.5892e+00 -1.0757e+00 -2.8864e-01 -8.8526e-01 -5.0273e-02 -2.9371e-01 +1.7313e-01 +3.8567e-01 -1.7116e-01 -1.7186e+00 -3.3980e+00 +6.4441e-02 -9.7845e-02 -2.8683e-01 -2.1719e+00 -7.0574e-01 -5.0216e-01 -1.9555e+00 +2.4148e+00 +2.3617e+00
289180 +3.977134263e+00 +3.977134263e+00 -9.857286574e+01 -1.025500000e+02 +1.2659e+00 -2.8103e-01 +2.2413e-02 +2.2683e+00 +1.6651e+00 -2.4378e+00 -1.0182e+00 +3.8567e-01 -8.9260e-02 -2.4190e+00 -2.3163e+00 +1.5439e+00 +6.3709e-01 -2.8588e-01 -2.1719e+00 -1.0134e+00 -5.0744e-01 -1.6027e+00 +2.8109e-01 +1.9237e+00
457068 +2.503243208e+00 +2.503243208e+00 -1.000467568e+02 -1.025500000e+02 +1.2589e+00 -2.8020e-01 +1.6991e-02 +2.2630e+00 +1.6622e+00 -2.4375e+00 -1.0161e+00 +3.8955e-01 -8.9260e-02 -2.4190e+00 -2.3163e+00 +1.5439e+00 +6.3709e-01 -2.8668e-01 -2.1715e+00 -1.0134e+00 -5.0744e-01 -1.6027e+00 +2.8577e-01 +1.9237e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.067228670e+01 +3.067228670e+01 +1.023622867e+02 +7.169000000e+01 +4.0262e-01 +9.7775e-01 +5.2356e-01 +5.6623e-01 -2.0048e+00 +4.7761e+00 -2.5995e+00 +3.1893e+00 -4.8762e+00 -1.7547e+00 +4.8047e+00 -1.9308e+00 +6.5093e-01 -2.9783e+00 +3.8243e+00 +2.6812e-01 -1.0600e+00 +1.2523e-01 -2.8092e+00 +6.6673e-01
391 +1.390317414e+01 +1.390317414e+01 +8.559317414e+01 +7.169000000e+01 +1.4825e+00 +6.4861e-01 -2.1320e-01 -1.4601e+00 -1.0413e+00 -1.2336e+00 +1.4119e+00 +3.5276e+00 +4.8886e-01 -3.5372e-02 +2.3694e+00 -1.8101e+00 +8.3445e-01 -3.7710e-01 +1.3438e+00 +1.8636e+00 -1.1492e+00 +4.2875e+00 +2.7499e+00 +5.9556e-01
747 +8.887626796e+00 +8.887626796e+00 +8.057762680e+01 +7.169000000e+01 +1.4825e+00 +6.4861e-01 -2.1320e-01 -1.4601e+00 -1.0413e+00 -1.2336e+00 +1.4119e+00 +3.5276e+00 +7.3516e-01 -3.5372e-02 +2.3694e+00 -1.8101e+00 +8.3445e-01 -3.7710e-01 +1.3438e+00 +1.8636e+00 -1.1492e+00 -5.1983e-01 -1.0661e+00 +6.1078e-02
