% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.311457278e+09 +1.311457278e+09 +1.311456657e+09 -6.211100000e+02 +5.7055e-01 -4.2963e+00 -9.0749e-01 +3.1400e+00 -4.0609e+00 -4.9034e+00 +4.3067e+00 +3.4529e+00 +1.6505e+00 +4.2039e+00 -4.6657e+00 -3.2203e+00 +2.1957e+00 +3.9220e+00 +4.3578e+00 +9.9899e-01 +4.7058e+00 -2.3992e+00 +3.0481e+00 -3.0842e-02
378 +1.376913098e+08 +1.376913098e+08 +1.376906887e+08 -6.211100000e+02 +3.1169e-01 +4.2310e+00 -2.6795e+00 -3.5537e+00 -7.0321e-01 +5.1274e-01 +2.6729e+00 +1.9059e-01 +1.9007e+00 -1.6515e+00 -3.6904e+00 +1.2333e+00 +3.2481e+00 +4.5270e+00 +2.3485e+00 +9.3190e-01 +2.9425e+00 -3.0350e+00 +2.7758e+00 -3.2182e+00
558 +8.203946731e+07 +8.203946731e+07 +8.203884620e+07 -6.211100000e+02 +1.0000e+00 +3.1892e+00 +4.6959e+00 -7.8238e-01 -6.2184e-01 -1.8023e+00 +4.6907e+00 +2.5288e+00 +3.1320e+00 -4.0751e-01 -2.0608e+00 +1.6011e-01 +4.7235e+00 -4.3574e-01 +4.2576e+00 -3.2803e+00 +4.2301e-01 +1.1511e+00 +3.2882e+00 -1.9368e+00
741 +5.338066685e+07 +5.338066685e+07 +5.338004574e+07 -6.211100000e+02 +1.0000e+00 +4.5699e+00 +5.4755e-02 -7.8238e-01 -7.0321e-01 +5.1274e-01 +2.6729e+00 +1.9059e-01 +1.9007e+00 -1.6515e+00 +4.5484e+00 +1.2604e+00 +4.4912e+00 +4.3646e+00 +4.0623e+00 -1.9106e+00 +1.2021e-02 +2.2796e+00 +3.2882e+00 -1.9368e+00
1290 +3.679341388e+07 +3.679341388e+07 +3.679279277e+07 -6.211100000e+02 +1.0000e+00 +3.1881e+00 -6.0396e-01 -3.5537e+00 -7.0321e-01 +5.1274e-01 +2.6729e+00 +1.9059e-01 +1.9007e+00 -4.0751e-01 -2.0608e+00 +3.9002e+00 +4.7235e+00 +4.0197e-01 +4.0818e+00 -3.2803e+00 +4.2301e-01 +2.2796e+00 +3.2882e+00 -1.9368e+00
1819 +2.235450131e+07 +2.235450131e+07 +2.235388020e+07 -6.211100000e+02 +3.1169e-01 +4.5581e+00 +5.4755e-02 -3.5537e+00 -7.0321e-01 +7.3764e-02 +2.6729e+00 +1.9059e-01 +1.9007e+00 -4.0751e-01 -2.0608e+00 +3.9002e+00 +3.2481e+00 +4.0197e-01 +2.3485e+00 -2.8097e+00 +4.2301e-01 +2.2796e+00 +3.2882e+00 -9.0853e-01
2168 +1.505449212e+07 +1.505449212e+07 +1.505387101e+07 -6.211100000e+02 +3.1169e-01 +4.5581e+00 +5.4755e-02 -3.5537e+00 -8.1365e-01 -1.8023e+00 +2.6729e+00 +1.9059e-01 +1.9007e+00 -1.6515e+00 -1.1103e+00 +3.9002e+00 +3.2481e+00 +4.0197e-01 +2.3485e+00 -2.8097e+00 +4.2301e-01 +2.3477e+00 +3.2882e+00 -9.0853e-01
3060 +9.575896875e+06 +9.575896875e+06 +9.575275765e+06 -6.211100000e+02 +3.1169e-01 +4.5581e+00 +2.4035e-01 -3.5537e+00 -7.0321e-01 -2.0756e+00 +2.5600e+00 +1.9059e-01 +1.9007e+00 -4.0751e-01 -6.5042e-01 +3.9002e+00 +3.2481e+00 +4.0197e-01 +2.3485e+00 -2.6640e+00 +4.2301e-01 +2.3477e+00 +2.5283e+00 -7.3862e-01
3765 +5.474769429e+06 +5.474769429e+06 +5.474148319e+06 -6.211100000e+02 +3.1169e-01 +4.2310e+00 +3.6742e-01 -3.4830e+00 -1.0296e+00 -1.8023e+00 +2.6729e+00 -1.3193e-01 +1.9007e+00 -4.0751e-01 +1.4278e-01 +3.9002e+00 +3.2481e+00 +7.6777e-01 +2.3485e+00 -2.8097e+00 +4.2301e-01 +2.3477e+00 +1.6254e+00 -7.3862e-01
4306 +3.742626939e+06 +3.742626939e+06 +3.742005829e+06 -6.211100000e+02 +3.1169e-01 +4.2310e+00 +3.6742e-01 -3.4830e+00 -7.0321e-01 -1.8023e+00 +2.2816e+00 -1.3193e-01 +1.4061e+00 -4.0751e-01 +1.4278e-01 +3.1872e+00 +3.2481e+00 +7.6777e-01 +2.3485e+00 -2.8097e+00 +4.2301e-01 +2.3477e+00 +1.6254e+00 -7.3862e-01
