% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.852577611e+007 +1.852577611e+007 +1.852572117e+007 +1.852572117e+007 +1.8751e+000 -1.9867e+000 +9.5699e-001 -1.1764e+000 -5.5872e-001 -7.8986e-001 -1.1919e+000 -4.4612e+000 +2.2082e+000 +3.4769e+000 +2.6946e+000 +3.6116e+000 -4.6541e+000 +1.6069e-001 -2.1897e+000 +1.0965e+000 +2.3834e-001 +1.1366e+000 +2.2917e+000 -2.1407e+000
2 +4.914302718e+006 +4.914302718e+006 +4.914247778e+006 +4.914247778e+006 +7.5123e-001 -8.7392e-002 -2.5573e+000 +1.7902e-003 -2.3025e+000 -1.8891e+000 -3.6239e+000 +5.3044e-001 -4.6746e+000 -1.9726e+000 -1.7680e+000 -4.2005e+000 -4.9888e+000 -3.1430e+000 +2.5247e+000 -1.0227e+000 -3.4171e+000 +3.7082e+000 -4.7512e+000 -2.8984e-001
23 +3.127681766e+006 +3.127681766e+006 +3.127626826e+006 +3.127626826e+006 -3.8778e+000 -4.7204e-001 +4.5170e+000 -2.8702e+000 -2.2837e+000 -1.4176e+000 +8.9098e-001 +3.1981e-001 +1.8805e-001 +6.8354e-001 +2.1949e+000 -1.4943e+000 +3.1365e+000 -5.9461e-001 +2.1418e+000 -2.2728e-001 +7.0623e-001 +3.0088e+000 +4.4487e+000 +1.6506e+000
57 +8.808347191e+005 +8.808347191e+005 +8.807797791e+005 +8.807797791e+005 -2.0912e+000 +2.4864e+000 -5.0000e+000 +2.6420e+000 +2.9003e+000 -3.1352e+000 -1.0181e+000 +4.9567e-001 -4.0429e+000 -2.8515e+000 -7.9282e-001 -6.9570e-001 +2.5167e+000 -1.4052e+000 +2.4037e+000 +3.0030e-001 +4.4020e+000 -1.2753e+000 +2.2482e+000 -1.6753e+000
234 +4.258318054e+005 +4.258318054e+005 +4.257768654e+005 +4.257768654e+005 -1.9980e+000 +2.5478e+000 -5.0000e+000 +1.7310e+000 +2.2534e+000 -2.4962e+000 -8.9199e-001 +1.1106e+000 -4.0586e+000 -2.6252e+000 -9.2535e-001 -2.0666e+000 -1.0780e+000 -2.6489e+000 +2.4202e+000 +6.4148e-001 +4.5033e+000 -3.8873e-001 +8.1091e-001 -1.7348e+000
371 +2.948697199e+005 +2.948697199e+005 +2.948147799e+005 +2.948147799e+005 -5.0000e+000 +2.6758e+000 -5.0000e+000 +4.2413e+000 +1.8144e+000 -4.5258e+000 -7.1556e-001 +1.2010e+000 -3.6842e+000 -5.0432e-001 -2.8975e-001 +8.7193e-001 +1.2985e-001 -2.4571e+000 +2.4354e+000 -8.2692e-001 +4.4272e+000 -3.0294e+000 +1.8613e+000 -5.0000e+000
622 +2.486253060e+005 +2.486253060e+005 +2.485703660e+005 +2.485703660e+005 -3.9769e+000 +7.7065e-001 -5.0000e+000 +4.4526e+000 +3.3282e+000 -4.1219e+000 -9.0819e-001 +6.3475e-001 -3.9896e+000 +7.0575e-001 -2.1763e-001 +1.6737e+000 +2.6323e+000 -2.9862e+000 +1.8310e+000 +9.3536e-002 +1.6573e+000 -3.7189e+000 +5.0000e+000 -4.8225e+000
801 +1.301266455e+005 +1.301266455e+005 +1.300717055e+005 +1.300717055e+005 -3.8854e+000 +3.5332e-001 -5.0000e+000 +4.5773e+000 +4.9471e+000 -5.0000e+000 -1.5588e+000 +1.5853e-001 -4.2346e+000 -1.0181e+000 -3.5922e-001 +1.0086e+000 +1.5279e+000 -3.5757e+000 +1.7859e+000 +9.7133e-001 +1.4887e+000 -3.7318e+000 +5.0000e+000 -4.8942e+000
1956 +9.034065032e+004 +9.034065032e+004 +9.028571032e+004 +9.028571032e+004 -3.4610e+000 +7.5042e-001 -5.0000e+000 +4.5667e+000 +4.9650e+000 -4.5498e+000 -1.9284e+000 +1.2724e-001 -4.2603e+000 +6.8775e-001 -1.3840e+000 +7.2832e-001 +1.9137e+000 -2.3248e+000 +2.4563e+000 +1.8014e+000 +1.6906e+000 -3.9353e+000 +4.5172e+000 -4.9336e+000
2737 +6.231739319e+004 +6.231739319e+004 +6.226245319e+004 +6.226245319e+004 -3.7103e+000 +1.0064e+000 -5.0000e+000 +4.3166e+000 +4.9577e+000 -4.2624e+000 -1.8155e+000 +1.2027e-001 -4.4001e+000 +7.7022e-001 -8.0939e-001 +1.9562e-001 +1.7656e+000 -3.1089e+000 +2.7190e+000 +1.8380e+000 +2.6030e+000 -4.2418e+000 +4.4553e+000 -4.2505e+000
