% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.624472206e+01 +1.624472206e+01 +2.311472206e+01 +2.311472206e+01 -1.7394e+00 -3.0983e+00 -2.4819e-01 -4.2981e+00 +4.2732e+00 +2.9452e+00 -4.7914e-01 -2.2491e+00 -3.3679e+00 +4.3677e+00 -6.0723e-01 -3.6446e+00 +3.2979e+00 -3.0979e+00 -1.8942e+00 -3.3001e+00 +4.0786e-01 -4.5861e+00 -3.7779e+00 +3.9578e+00
2 +6.350214960e+00 +6.350214960e+00 +1.322021496e+01 +1.322021496e+01 -2.4519e+00 +3.4315e+00 -4.4947e+00 +5.7660e-01 +2.2199e+00 -1.2759e+00 +4.1005e+00 +1.0978e+00 +3.2510e+00 -1.6237e+00 +2.0309e+00 +9.6596e-01 -1.0356e-01 -9.4323e-01 -2.0528e+00 +4.1581e-01 +2.9230e-01 +2.7780e-02 +1.2669e+00 +3.4589e+00
37 +5.686801230e+00 +5.686801230e+00 +1.255680123e+01 +1.255680123e+01 -4.6078e+00 -4.0615e+00 -2.2506e+00 +1.5889e+00 -3.7391e+00 +3.5114e+00 +4.4430e+00 +1.6233e+00 -3.6738e-01 +1.5405e+00 +1.4882e+00 +4.8078e+00 -1.4606e+00 +3.8319e+00 +1.6444e+00 -5.2309e-01 +3.2168e+00 +3.0299e+00 -2.6959e+00 -7.4818e-01
570 +3.805914563e+00 +3.805914563e+00 +1.067591456e+01 +1.067591456e+01 -2.3689e+00 -2.0886e+00 -4.2214e+00 -2.8381e-01 +2.5137e+00 -4.5729e+00 -1.3496e+00 -2.8709e+00 -4.8912e+00 -3.2676e+00 -3.2738e+00 -2.1644e+00 -3.5111e+00 -3.6086e+00 -3.5624e+00 -3.5251e-02 +2.7932e+00 +1.0394e+00 -8.7088e-01 +3.0980e+00
1849 +2.002870881e+00 +2.002870881e+00 +8.872870881e+00 +8.872870881e+00 -3.0260e+00 +6.7861e-01 +4.6167e+00 -2.5181e+00 +3.0464e+00 -4.5865e+00 -4.3376e+00 +1.3056e+00 -1.5618e+00 -3.0311e+00 -2.5708e+00 -6.2283e-01 -3.9681e+00 -3.9582e+00 +2.4937e+00 +4.3601e+00 -4.6999e+00 -3.9073e+00 -2.4082e+00 -3.1855e+00
352955 +1.224058049e+00 +1.224058049e+00 +8.094058049e+00 +8.094058049e+00 -1.0726e+00 -4.2467e+00 +8.9375e-01 +3.8322e+00 -9.7130e-01 +1.3079e-01 +3.7169e+00 -3.6170e+00 -4.4599e+00 -1.5244e-01 +4.4479e+00 -9.9296e-01 -1.7468e+00 -3.7005e+00 -2.4214e+00 +2.9899e+00 +1.8513e+00 +3.6234e+00 +2.9961e+00 +4.1406e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.692433006e+01 +1.692433006e+01 +1.693433006e+01 +1.693433006e+01 +4.0669e+00 -1.4104e-01 +1.1423e-01 -4.8408e-01 +1.4709e+00 +2.5515e-01 +4.7308e+00 -4.6624e+00 +3.5827e-01 +1.0775e+00 +3.0401e+00 +3.0248e+00 +1.6680e+00 +2.6477e+00 -2.6513e+00 -1.7817e+00 -1.1706e+00 -8.5393e-01 -2.3471e+00 -3.4552e+00
2 +1.012806438e+01 +1.012806438e+01 +1.013806438e+01 +1.013806438e+01 +1.1287e+00 +4.8037e+00 +2.5661e-01 -3.8192e+00 -2.3045e+00 +1.5999e+00 -5.0172e-01 +4.2010e+00 -3.3305e-02 -2.9446e+00 -3.7076e+00 +1.8405e+00 -1.9494e+00 -3.3025e+00 -2.8086e+00 -3.7857e+00 +3.7521e+00 -3.8205e+00 +4.1836e+00 -4.3679e+00
6 +8.209142340e+00 +8.209142340e+00 +8.219142340e+00 +8.219142340e+00 -4.7629e+00 -3.2733e+00 +8.3367e-01 -4.7497e+00 +2.0154e+00 +3.5727e+00 -3.1506e+00 +1.0563e+00 +1.7567e+00 +1.4368e+00 -3.0269e+00 +1.2620e+00 -3.9014e+00 +7.3155e-01 -4.9651e+00 -9.2721e-03 -3.8936e+00 +1.7298e+00 +6.4109e-01 +2.9049e+00
