% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.207439301e+005 +1.207439301e+005 +1.201974301e+005 +1.201974301e+005 +4.7156e+000 -1.5127e-001 +3.3953e+000 -1.9945e+000 +1.7730e+000 -2.0422e+000 -4.6651e+000 -3.6735e+000 +4.4316e+000 +4.9169e-001 +4.3914e+000 +2.9341e+000 -7.2823e-001 -3.5170e+000 -4.4057e+000 -3.0300e+000 -1.8640e+000 -1.0217e+000 +1.7900e+000 +1.1125e+000
8 +5.682782867e+004 +5.682782867e+004 +5.628132867e+004 +5.628132867e+004 +2.0162e+000 +2.2454e+000 -2.9801e+000 -1.3491e+000 -3.4458e+000 -1.0584e+000 -2.1487e+000 -1.9256e+000 -3.0316e+000 +1.6033e-001 +2.2644e+000 +4.7441e+000 +1.8798e+000 -4.1924e+000 +4.3820e+000 -3.6132e+000 +8.0217e-001 -3.4789e+000 -2.1696e+000 +3.7481e+000
46 +3.795227325e+004 +3.795227325e+004 +3.740577325e+004 +3.740577325e+004 +1.9403e+000 +1.9653e+000 -1.3235e+000 -4.2909e-001 -2.9824e+000 -4.9757e+000 -7.3809e-001 +8.4895e-001 -8.8282e-001 -3.8672e+000 +1.8042e+000 +2.7917e+000 +2.5921e-001 -1.2167e+000 +2.5452e+000 -3.0242e+000 +4.0473e+000 +1.2081e+000 -1.8256e+000 +2.2534e-001
69 +2.271296176e+004 +2.271296176e+004 +2.216646176e+004 +2.216646176e+004 +1.7735e+000 +5.0000e+000 +7.1214e-001 -1.4111e+000 -8.4303e-001 +6.8964e-001 -2.4994e+000 -1.7396e+000 +8.1709e-001 -1.7427e+000 +5.0000e+000 -5.3861e-001 +1.6882e+000 -2.1056e-001 +3.4156e+000 -1.1924e+000 +3.4385e+000 -1.3205e+000 -1.7750e+000 +3.7380e+000
124 +1.106349496e+004 +1.106349496e+004 +1.051699496e+004 +1.051699496e+004 +3.9422e+000 +5.0000e+000 +3.2098e-001 -3.1163e-001 -1.1830e+000 -8.2558e-001 -1.9076e+000 -2.3459e+000 +9.8995e-001 -1.2398e+000 +2.6162e+000 -7.7928e-001 +2.6263e+000 +0.0000e+000 +2.4963e+000 -2.7885e+000 +2.8877e+000 +0.0000e+000 -2.0676e+000 +1.3280e+000
215 +2.966067311e+003 +2.966067311e+003 +2.419567311e+003 +2.419567311e+003 +3.6433e+000 +3.1497e+000 +7.8963e-001 +1.3326e+000 -2.5167e-001 -6.9404e-001 -1.6235e+000 +4.9357e-003 +8.7615e-001 -1.1021e+000 +2.2126e+000 +1.3957e-001 +8.5759e-001 -1.3084e+000 +2.2515e+000 -1.7299e+000 +2.0420e+000 -4.3388e-001 -2.2456e+000 +1.2012e+000
507 +7.387815839e+002 +7.387815839e+002 +1.922815839e+002 +1.922815839e+002 +2.4387e+000 +3.3892e+000 +1.9820e+000 +1.0932e+000 -8.0222e-001 -2.9718e+000 -2.3366e+000 -1.6498e+000 -3.2667e+000 -7.5123e-001 +1.9736e+000 +8.7142e-002 +2.0086e+000 -3.6454e-001 +2.0923e+000 -1.8244e+000 +2.6346e+000 -5.3731e-001 -1.0258e+000 +1.3554e+000
1048 +2.654810604e+002 +2.654810604e+002 -2.810189396e+002 -2.810189396e+002 +2.9958e+000 +3.5349e+000 +2.0771e+000 +0.0000e+000 -1.1252e+000 -2.2390e+000 -1.4456e+000 +1.6720e+000 -1.7995e+000 -7.6321e-001 +2.2870e+000 +2.5248e-002 +1.7877e+000 +8.6888e-002 +1.9796e+000 -1.7834e+000 +2.3428e+000 -4.3825e-001 -1.7893e+000 +7.6907e-001
1148 +1.110660692e+002 +1.110660692e+002 -4.354339308e+002 -4.354339308e+002 +2.7424e+000 +3.6163e+000 +2.0944e+000 +9.6008e-001 -8.0140e-001 -1.7418e+000 -1.2722e+000 +1.9826e+000 -2.0756e+000 -4.2971e-001 +1.8536e+000 -3.3459e-001 +2.0230e+000 -6.3713e-001 +1.7744e+000 -2.0989e+000 +2.3932e+000 -4.5811e-001 -2.0327e+000 +8.4369e-001
1394 +8.127383658e+001 +8.127383658e+001 -4.652261634e+002 -4.652261634e+002 +2.4579e+000 +3.5587e+000 +2.0449e+000 +1.2221e+000 -6.3207e-001 -1.7966e+000 -1.1018e+000 +2.2866e+000 -1.7160e+000 -5.7552e-001 +1.9139e+000 +1.8838e-001 +2.1862e+000 -7.1749e-001 +1.8121e+000 -1.8424e+000 +2.4706e+000 -1.1734e+000 -1.9815e+000 +8.8609e-001
