% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.947611722e+005 +5.947611722e+005 +5.949103222e+005 +5.949103222e+005 -1.7421e+000 -5.2406e-001 -2.9143e-001 +3.9978e+000 +3.8883e+000 -1.9022e+000 -1.5596e+000 +1.0611e-001 +2.0067e+000 +3.8956e+000 +1.1585e+000 +4.0681e-001 -3.6801e+000 -1.8771e+000 -3.0451e-001 +2.0708e+000 -3.5332e+000 -3.8856e+000 +2.4320e+000 -4.8998e+000
3 +2.657413272e+005 +2.657413272e+005 +2.658904772e+005 +2.658904772e+005 +1.5060e+000 -8.8399e-002 -3.7962e-001 +1.2447e+000 +8.2300e-002 +5.8803e-001 -2.7169e+000 -3.5426e+000 +1.3835e+000 -2.0526e+000 -4.9957e+000 -2.2131e-001 -4.8306e+000 -1.1860e+000 -2.2395e+000 -3.0051e+000 -2.3326e+000 +4.2004e+000 -1.6899e+000 -5.2837e-001
12 +1.471294874e+005 +1.471294874e+005 +1.472786374e+005 +1.472786374e+005 +6.8839e-001 -7.1122e-002 -2.1340e+000 +7.4851e-001 -2.5965e+000 +2.9539e+000 -1.5979e-001 -2.1571e+000 +3.0887e+000 -3.8856e+000 +3.0406e-001 +1.7748e+000 +2.0417e+000 -2.5352e+000 -4.4612e+000 -2.9773e+000 -3.5102e+000 +3.1304e+000 -3.1448e+000 -3.9486e+000
73 +9.689447466e+004 +9.689447466e+004 +9.704362466e+004 +9.704362466e+004 -4.9910e-001 -2.8863e+000 -2.1189e+000 -2.8107e+000 +5.5441e-001 +2.0082e+000 -1.1057e+000 -2.2853e-002 -1.4606e+000 -9.9916e-001 -2.3954e-001 +2.3718e+000 +1.9822e-001 +1.9168e+000 -1.5274e+000 -1.8469e+000 -4.0945e+000 +1.2967e+000 -9.8947e-001 +3.1727e+000
92 +5.684454712e+004 +5.684454712e+004 +5.699369712e+004 +5.699369712e+004 -1.8543e+000 -1.8303e+000 -1.6746e-001 -2.3061e+000 -1.2136e+000 +1.0214e-001 +8.5444e-002 -4.2364e+000 +7.6913e-001 +2.8700e-001 -4.1965e-001 +4.0490e+000 +7.9317e-001 +0.0000e+000 -1.8179e+000 -1.7435e+000 -1.3086e+000 +1.6707e+000 +0.0000e+000 -2.1305e+000
145 +2.943157328e+004 +2.943157328e+004 +2.958072328e+004 +2.958072328e+004 -1.8581e+000 +0.0000e+000 +0.0000e+000 -8.1577e-001 -2.3086e+000 +0.0000e+000 -8.4864e-001 -2.6946e+000 +1.1770e+000 -3.8963e-001 -1.3966e-001 +3.3628e+000 +4.4161e-001 -8.8682e-002 -4.7400e-003 -3.2025e+000 +0.0000e+000 -7.7765e-001 -1.4114e+000 -3.2927e-001
234 +1.738490727e+004 +1.738490727e+004 +1.753405727e+004 +1.753405727e+004 +0.0000e+000 -8.4133e-001 -7.3518e-001 +5.2271e-001 -1.1412e+000 +4.4126e-002 -7.9783e-001 -5.0000e+000 +4.0183e-001 -9.5113e-001 -6.7829e-001 +1.1398e+000 +5.2564e-001 -3.4607e+000 +1.2782e-002 -2.3235e+000 +7.5073e-001 -2.3207e-002 -1.0328e+000 -1.0499e-001
292 +7.814109642e+003 +7.814109642e+003 +7.963259642e+003 +7.963259642e+003 +4.3413e-002 -1.4150e+000 -3.9494e-002 -5.5095e-001 -2.1093e+000 +2.2860e-001 -1.2179e+000 -1.7395e+000 +5.6590e-001 +0.0000e+000 -6.7344e-001 +4.9024e-001 +5.3206e-001 -1.5715e+000 -5.3603e-002 -2.2530e+000 +3.6541e-001 +1.2334e+000 -1.4169e+000 -3.7979e-001
491 +5.812267939e+003 +5.812267939e+003 +5.961417939e+003 +5.961417939e+003 +2.1329e-001 +3.9577e-001 -3.2781e-001 +3.3540e-001 -2.6720e+000 -7.8525e-001 -4.5753e-002 -2.9041e+000 -1.1129e+000 -4.9927e-001 -3.5232e+000 +9.0076e-001 +1.3301e+000 -2.3570e+000 +2.7752e-001 -2.4705e+000 +3.0016e-001 +6.8121e-001 -1.7920e+000 -9.6888e-001
722 +3.623240995e+003 +3.623240995e+003 +3.772390995e+003 +3.772390995e+003 -6.1586e-002 -4.2123e-001 -2.9720e-002 +7.6556e-001 -2.7063e+000 -7.9074e-001 -5.6949e-002 -2.6183e+000 -7.6448e-001 -5.4181e-001 -2.6049e+000 +7.4718e-001 +1.5193e+000 -2.3748e+000 -2.5173e-001 -2.4674e+000 +3.2556e-001 +1.0046e+000 -2.5765e+000 -1.5839e+000
842 +1.589538171e+003 +1.589538171e+003 +1.738688171e+003 +1.738688171e+003 -8.2502e-001 -1.9759e+000 -4.1366e-001 +9.2832e-001 -2.8315e+000 -7.1407e-001 -4.1026e-002 -4.9929e-001 -4.9376e-001 -4.6369e-001 -3.6880e+000 +8.5892e-001 +1.9031e+000 -2.4087e+000 -8.2060e-001 -2.6236e+000 +2.9231e-001 +5.4615e-001 -1.3279e+000 -1.7711e+000
925 +1.528786050e+003 +1.528786050e+003 +1.677936050e+003 +1.677936050e+003 -2.1877e+000 -1.1063e+000 -5.1236e-001 +9.2199e-001 -2.9010e+000 -7.5137e-001 -9.5721e-001 -8.0784e-001 -5.7395e-001 -6.4046e-001 -3.1051e+000 +7.4914e-002 +1.6124e+000 -2.4665e+000 -7.7409e-001 -2.6308e+000 -3.2607e-001 +6.9728e-001 -1.7710e+000 -1.1099e+000
