% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.360938528e+01 +9.360938528e+01 +4.125938528e+01 -5.235000000e+01 +3.2554e+00 +4.4272e+00 +2.0655e+00 +9.6726e-01 +2.3616e+00 +5.5611e-01 +1.7903e+00 -1.8847e+00 +4.0664e-01 -4.9962e+00 -2.8047e+00 -1.1939e+00 -2.8597e+00 -5.5468e-01 +2.9040e+00 +1.8771e+00 -1.9884e+00 -5.4076e-01 +2.7993e+00 -5.4318e-01
380 +2.414837876e+01 +2.414837876e+01 -2.820162124e+01 -5.235000000e+01 -5.3958e-01 -3.3625e+00 +6.6874e-01 -4.0258e+00 -2.8292e+00 -3.4916e-01 -2.8236e+00 -4.0810e+00 -3.0506e-01 -4.3411e+00 -2.1671e+00 -3.9597e+00 +4.7852e-01 -3.4217e+00 -4.0958e+00 +1.4436e+00 +2.9316e-01 +2.7214e+00 +2.1539e+00 -4.7097e+00
749 +1.584600094e+01 +1.584600094e+01 -3.650399906e+01 -5.235000000e+01 -5.3958e-01 -3.3625e+00 +6.6874e-01 -4.0258e+00 -2.5582e+00 -6.5467e-01 +5.8413e-01 -2.4883e+00 +2.8962e+00 -4.6733e-01 +2.3370e+00 -3.9597e+00 +4.7852e-01 -3.4217e+00 -4.0958e+00 +1.4436e+00 +2.9316e-01 +2.7214e+00 +2.1539e+00 -4.7097e+00
1651 +9.952603271e+00 +9.952603271e+00 -4.239739673e+01 -5.235000000e+01 -5.3958e-01 -3.3625e+00 +6.6874e-01 -3.6523e+00 -2.8292e+00 +6.3088e-01 -2.8236e+00 -2.4883e+00 +2.8962e+00 -4.6733e-01 +2.3370e+00 -3.9597e+00 +4.7852e-01 -3.4217e+00 -2.8573e+00 -2.2301e-01 +2.9316e-01 +1.6878e+00 +2.3711e+00 -4.7097e+00
3486 +5.954003443e+00 +5.954003443e+00 -4.639599656e+01 -5.235000000e+01 -5.3958e-01 -2.6533e+00 +2.2627e+00 -3.3219e+00 -2.8292e+00 +1.4417e+00 -3.1643e+00 -1.1090e+00 +2.8962e+00 -4.6733e-01 +2.3370e+00 -2.1098e+00 +8.3872e-01 -2.8426e+00 -2.4851e+00 +3.7781e-01 -5.4405e-01 +1.2078e+00 +2.3711e+00 -4.7097e+00
4581 +3.905580804e+00 +3.905580804e+00 -4.844441920e+01 -5.235000000e+01 -5.3958e-01 -1.9052e+00 +2.2627e+00 -3.3219e+00 -2.8292e+00 +2.7805e+00 -3.1643e+00 -1.1090e+00 +2.8962e+00 -1.1843e+00 +2.5056e+00 -2.2657e+00 +1.8014e+00 -2.1696e+00 -2.4851e+00 +1.1650e+00 -5.4405e-01 +1.6878e+00 +2.3711e+00 -4.7097e+00
5322 +2.282187762e+00 +2.282187762e+00 -5.006781224e+01 -5.235000000e+01 -5.3958e-01 -1.4767e+00 +2.2627e+00 -2.4103e+00 -2.8292e+00 +2.7805e+00 -3.1224e+00 -2.2795e-01 +2.8962e+00 -1.1843e+00 +2.5056e+00 -1.5382e+00 +3.2166e+00 -9.1508e-01 -2.4851e+00 +1.1650e+00 -5.4405e-01 +1.6878e+00 +2.3711e+00 -4.7097e+00
6075 +1.368119837e+00 +1.368119837e+00 -5.098188016e+01 -5.235000000e+01 -5.3958e-01 -1.6908e+00 +2.7751e+00 -2.4103e+00 -1.7323e+00 +3.7386e+00 -3.6111e+00 -2.2795e-01 +2.8962e+00 -1.1843e+00 +2.5056e+00 -1.5382e+00 +3.2166e+00 -9.1508e-01 -2.4851e+00 +1.1650e+00 -5.4405e-01 +1.6878e+00 +2.3711e+00 -4.1800e+00
6435 +8.608714966e-01 +8.608714966e-01 -5.148912850e+01 -5.235000000e+01 -1.0112e+00 -1.6908e+00 +2.7751e+00 -2.4103e+00 -1.7323e+00 +3.7386e+00 -3.8617e+00 -2.2795e-01 +2.8962e+00 -1.1843e+00 +2.5056e+00 -6.0026e-01 +3.2166e+00 -9.1508e-01 -2.4851e+00 +1.1650e+00 -5.4405e-01 +1.6878e+00 +2.4279e+00 -4.1800e+00
6787 +6.032316319e-01 +6.032316319e-01 -5.174676837e+01 -5.235000000e+01 -1.0112e+00 -1.4767e+00 +2.3830e+00 -2.4103e+00 -1.7323e+00 +3.7386e+00 -3.8617e+00 -2.2795e-01 +2.7441e+00 -1.1843e+00 +2.5056e+00 -6.0026e-01 +3.2166e+00 -9.1508e-01 -2.0950e+00 +1.1650e+00 -1.2216e+00 +1.6878e+00 +2.4279e+00 -4.1800e+00
