% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.559748064e+001 +8.559748064e+001 -9.144025194e+002 -9.144025194e+002 +1.5444e+000 -3.8709e-001 -2.4453e+000 -3.0587e+000 -1.0550e+000 +1.4572e+000 +1.8522e+000 -2.8379e+000 +2.2050e-001 -3.7686e+000 -3.5890e+000 -3.9699e-001 +1.0068e+000 +4.7636e-001 +2.1114e-001 -4.3235e+000 +8.9145e-002 -2.1161e+000 -3.3414e-001 -1.6873e+000
281 +5.823038395e+001 +5.823038395e+001 -9.417696160e+002 -9.417696160e+002 -1.1245e+000 -2.7889e+000 -4.7634e+000 -1.0545e+000 -1.3477e+000 -3.0900e+000 -3.1243e+000 -1.2324e+000 -3.0300e+000 -2.0113e+000 -1.1011e+000 -4.2464e+000 +3.1826e+000 -4.4595e+000 +4.6572e+000 +2.9954e+000 -8.8226e-001 -4.2912e+000 -3.4556e+000 -1.3872e+000
524 +3.966460933e+001 +3.966460933e+001 -9.603353907e+002 -9.603353907e+002 -1.6138e+000 -2.5416e+000 -4.4219e+000 +2.0948e-001 -9.2460e-001 -8.1758e-001 -3.5950e+000 +1.2607e+000 -4.9618e+000 -1.1905e+000 -1.9047e+000 -4.0570e+000 +3.5544e+000 -3.6184e+000 +4.6906e+000 +1.5957e+000 -1.2628e+000 -4.0077e+000 -1.1809e+000 -9.8252e-001
644 +2.494998838e+001 +2.494998838e+001 -9.750500116e+002 -9.750500116e+002 -1.5693e+000 -3.6212e+000 -4.4963e+000 +4.2723e+000 +8.6739e-001 -1.6682e+000 -4.3113e+000 -1.6427e+000 -4.4875e+000 -1.8144e+000 -2.7500e+000 -3.8286e+000 +4.5252e+000 -4.5487e+000 +5.0000e+000 +2.2279e+000 -1.2584e+000 -4.0832e+000 -3.0716e+000 -9.9689e-001
1091 +1.568714864e+001 +1.568714864e+001 -9.843128514e+002 -9.843128514e+002 -2.0168e+000 -1.3959e+000 -4.4922e+000 +4.7264e+000 +9.2476e-001 -7.3118e-001 -4.8149e+000 -2.2800e+000 -4.8665e+000 -1.7783e+000 -2.6732e+000 -4.1988e+000 +4.4530e+000 -4.3518e+000 +4.9830e+000 +1.2828e+000 -2.7806e+000 -4.3399e+000 -5.1197e-001 +9.5406e-001
1430 +9.272062602e+000 +9.272062602e+000 -9.907279374e+002 -9.907279374e+002 -2.1774e+000 +9.4959e-002 -4.9851e+000 +4.7119e+000 -4.0623e-001 +4.8571e-001 -4.7318e+000 -3.9089e+000 -4.4060e+000 -1.9907e+000 -2.4327e+000 -4.4495e+000 +3.6567e+000 -4.3014e+000 +5.0000e+000 +2.5437e+000 -3.4537e+000 -4.1738e+000 -7.1814e-001 +1.1350e+000
2338 +6.148238985e+000 +6.148238985e+000 -9.938517610e+002 -9.938517610e+002 -3.5344e+000 -1.5640e-001 -4.8508e+000 +3.8408e+000 -2.6775e+000 +9.8053e-001 -4.8647e+000 -3.7262e+000 -4.7489e+000 -1.8690e+000 -2.9791e+000 -4.6715e+000 +3.4586e+000 -3.1449e+000 +4.9236e+000 +2.3261e+000 -4.4990e+000 -4.2420e+000 -2.1576e-001 +1.7295e+000
3882 +3.928150362e+000 +3.928150362e+000 -9.960718496e+002 -9.960718496e+002 -3.2315e+000 +4.2849e-001 -4.3103e+000 +3.8429e+000 -2.3905e+000 +1.0338e+000 -4.9123e+000 -3.6295e+000 -4.5194e+000 -1.8579e+000 -3.0228e+000 -4.6605e+000 +3.1079e+000 -3.1267e+000 +4.8309e+000 +2.5625e+000 -4.1369e+000 -4.3638e+000 -1.3810e-001 +1.6309e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.656232522e+001 +8.656232522e+001 +1.086562325e+003 +1.086562325e+003 +3.7449e+000 +4.0751e+000 -3.8891e+000 +8.9999e-001 +4.3532e+000 -4.8405e+000 +4.3801e+000 -7.0769e-001 -2.2718e+000 +4.4125e+000 +1.8990e+000 -1.2398e+000 -2.0416e+000 +8.6502e-001 +4.4536e+000 -4.8608e-001 +4.2074e+000 -2.6882e+000 +4.6297e+000 -3.3516e+000
