% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.190738880e+01 +8.190738880e+01 +1.226873888e+02 +1.226873888e+02 -4.4174e+00 -3.9228e+00 -1.9447e+00 +1.8368e-01 +1.7727e+00 -6.4310e-01 +4.0595e-01 +2.2985e+00 -2.8826e+00 +3.7572e+00 -4.1395e+00 +6.5975e-01 +2.3166e+00 -4.2455e+00 +1.0388e+00 -4.3141e+00 -6.5980e-01 +9.5907e-01 -1.9403e+00 -2.9813e+00
10031 +6.231721647e+01 +6.231721647e+01 +1.030972165e+02 +1.030972165e+02 -2.2802e+00 +1.2481e+00 -6.4207e-01 +2.6188e+00 +2.0909e+00 +2.2946e+00 +3.9817e+00 +9.6180e-01 -3.1300e+00 -1.5678e+00 +1.6408e+00 -4.3606e+00 -3.5663e+00 +2.3960e+00 -8.1831e-02 -3.7203e+00 +4.4509e+00 -1.9983e+00 -1.0914e+00 +3.0617e+00
21481 +3.607884317e+01 +3.607884317e+01 +7.685884317e+01 +7.685884317e+01 +1.0800e+00 -2.9578e+00 +3.0037e+00 -6.9094e-01 -3.4118e+00 +5.6791e-01 -3.1958e+00 -3.3174e+00 +2.3062e+00 -8.9811e-01 -2.6810e-01 -1.7136e+00 +2.0204e+00 -3.2259e-01 +2.8151e+00 +1.0778e+00 +1.8367e+00 +3.1911e+00 -1.1578e+00 +1.7038e+00
37737 +2.273598179e+01 +2.273598179e+01 +6.351598179e+01 +6.351598179e+01 +7.5618e-01 -4.7370e+00 -1.3731e+00 -2.6761e+00 -3.3959e+00 -4.3121e-01 -2.5716e+00 -2.7526e+00 +7.7536e-01 -3.7070e+00 +3.9130e+00 -1.1776e-01 +7.9920e-02 -5.7791e-01 -1.7522e+00 -3.8220e+00 +8.1304e-01 -2.7148e+00 +2.0677e-01 -1.7104e+00
43844 +1.395531881e+01 +1.395531881e+01 +5.473531881e+01 +5.473531881e+01 -2.2427e+00 -2.9384e+00 +3.0037e+00 -4.9344e-01 -4.2908e+00 +9.2380e-01 -3.1957e+00 -9.3913e-01 +2.1650e+00 -3.3318e+00 +1.9527e+00 -4.4175e-01 +2.5579e+00 +2.6255e+00 -1.1496e+00 -7.0048e-02 +2.9761e+00 +2.4138e-01 +1.1423e+00 +2.9109e-01
50670 +8.345523443e+00 +8.345523443e+00 +4.912552344e+01 +4.912552344e+01 -1.7976e+00 -2.9578e+00 +3.0037e+00 -6.9094e-01 -3.4118e+00 +5.6791e-01 -3.7595e+00 +1.1139e-01 +1.5967e+00 -2.2631e+00 +3.2190e+00 -2.4992e+00 +6.0174e-01 +4.0777e+00 -4.3673e-01 -5.3745e-01 +3.4734e+00 +2.4138e-01 +4.8746e-02 +5.1618e-01
52863 +6.123709317e+00 +6.123709317e+00 +4.690370932e+01 +4.690370932e+01 -2.2427e+00 -1.4416e+00 +3.0037e+00 -6.9094e-01 -3.4118e+00 +5.7767e-01 -3.1958e+00 -3.3174e+00 +3.6976e+00 -2.8629e+00 -2.6809e-01 -1.7136e+00 +2.0204e+00 +1.5595e+00 -4.1659e-01 -5.3745e-01 +1.6731e+00 +6.6967e-01 -2.8988e-01 +1.7789e+00
58846 +3.868069745e+00 +3.868069745e+00 +4.464806975e+01 +4.464806975e+01 -1.2936e+00 -2.5838e+00 +2.4462e+00 -2.0586e+00 -1.6594e+00 +4.9550e-01 -3.2163e+00 -1.4423e+00 +1.5564e+00 -1.8948e+00 +2.0038e+00 -2.1023e+00 +6.0174e-01 +4.0777e+00 -4.3612e-01 -2.2495e-01 +2.8231e+00 +2.1993e-03 +1.1576e+00 +1.2188e+00
65523 +2.082761812e+00 +2.082761812e+00 +4.286276181e+01 +4.286276181e+01 -7.6640e-01 -2.9578e+00 +4.3788e+00 -1.2698e+00 -3.4118e+00 +5.6791e-01 -3.1970e+00 -1.4831e+00 +2.1651e+00 -3.3318e+00 +1.1178e+00 -2.4554e+00 +8.4803e-02 +2.8534e+00 +3.4157e-01 -7.2186e-01 +2.9761e+00 +4.2912e-01 +1.1576e+00 +1.0207e+00
71484 +1.214095407e+00 +1.214095407e+00 +4.199409541e+01 +4.199409541e+01 -1.7976e+00 -2.9578e+00 +4.3788e+00 -1.2698e+00 -3.4118e+00 +5.6791e-01 -3.1970e+00 -1.4831e+00 +2.1651e+00 -3.3318e+00 +1.1178e+00 -2.4554e+00 +8.4803e-02 +2.8534e+00 +3.4157e-01 -7.2186e-01 +2.9761e+00 +2.1993e-03 +1.1576e+00 +1.0626e+00
