% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.813414434e+003 +1.813414434e+003 +2.813414434e+003 +2.813414434e+003 +6.0925e-001 +9.5745e-001 -4.1075e+000 -4.9789e+000 -1.1985e+000 +1.3629e+000 -4.8087e+000 +3.3724e+000 +2.9302e+000 -1.8200e+000 -3.8461e-001 -2.4538e+000 -3.2159e+000 +9.6547e-001 -4.0903e+000 -3.9040e+000 +2.5892e+000 +2.0687e+000 -1.8181e+000 -1.7581e+000
2 +1.567557771e+003 +1.567557771e+003 +2.567557771e+003 +2.567557771e+003 -1.3152e+000 +4.5448e+000 -1.8794e+000 +1.2786e+000 -3.8072e+000 +1.4282e+000 +6.8362e-001 -2.8198e+000 -4.6349e+000 +4.5375e-001 -2.9332e+000 +6.9624e-002 +3.4989e+000 +1.3775e+000 +1.4508e-001 -3.1744e+000 +4.8347e+000 +3.5810e+000 +2.9938e+000 -4.6679e+000
5 +8.092984965e+002 +8.092984965e+002 +1.809298496e+003 +1.809298496e+003 -3.7807e+000 +3.7135e+000 -5.9491e-002 +2.1438e+000 +2.4304e+000 +9.9194e-001 +2.0245e+000 -2.0602e+000 +1.4075e+000 -2.3562e+000 +2.9496e-001 -3.9718e+000 -4.2044e+000 +2.7839e+000 +1.6874e+000 +1.7917e+000 +4.7666e+000 -3.5471e+000 +4.0133e+000 -2.8103e-001
52 +6.222940968e+002 +6.222940968e+002 +1.622294097e+003 +1.622294097e+003 -7.7566e-001 -1.7104e+000 -9.1619e-002 +3.1200e+000 -7.2252e-001 -3.7482e+000 -1.5674e+000 +2.1731e+000 -1.6267e+000 +3.0758e+000 +1.3464e+000 -1.0264e+000 -3.1866e+000 +1.0637e+000 -1.0147e+000 +4.5857e+000 +1.3024e+000 -1.1153e+000 +1.2304e-001 -9.9022e-001
137 +3.826363553e+002 +3.826363553e+002 +1.382636355e+003 +1.382636355e+003 -1.2101e+000 +0.0000e+000 -6.3959e-002 +3.5944e+000 +2.3273e+000 +0.0000e+000 +5.5829e-003 +8.9623e-001 -1.9350e+000 +1.2190e+000 -1.3373e+000 +0.0000e+000 -1.9069e+000 -2.0777e+000 -8.8415e-001 +1.9788e+000 +2.7099e+000 -8.1269e-001 +5.1368e-001 +1.8316e+000
511 +2.377681498e+002 +2.377681498e+002 +1.237768150e+003 +1.237768150e+003 -1.8038e+000 +1.9083e+000 +3.4853e+000 +4.8423e+000 +1.5481e+000 -4.1938e+000 -2.2015e+000 +1.4181e+000 -2.9608e+000 -1.7474e-001 -2.0424e+000 +5.5722e-001 -2.4801e+000 -2.1701e+000 +2.0215e+000 +2.1483e+000 +4.8723e+000 +1.0936e+000 -3.5336e+000 +7.9471e-001
6501 +1.563903250e+002 +1.563903250e+002 +1.156390325e+003 +1.156390325e+003 -2.3922e+000 +1.7080e+000 +3.5306e+000 +3.7772e+000 +2.6684e+000 -3.9992e+000 -3.1856e+000 -3.8068e-001 -4.7253e+000 -1.1029e+000 -3.3531e+000 -2.0308e+000 -1.2375e-001 -3.2184e+000 +2.4667e+000 +2.7048e+000 +5.0000e+000 +1.1784e+000 -1.4180e+000 +3.2091e-001
9586 +9.890562945e+001 +9.890562945e+001 +1.098905629e+003 +1.098905629e+003 -2.3978e+000 +1.7150e+000 +3.2998e+000 +3.7895e+000 +2.8282e+000 -3.9987e+000 -3.1297e+000 -3.8489e-001 -4.7531e+000 -1.1216e+000 -3.3367e+000 -1.9029e+000 -1.2720e-001 -3.2057e+000 +2.3353e+000 +2.7071e+000 +5.0000e+000 +1.1850e+000 -1.4213e+000 +3.0494e-001
17970 +6.296940671e+001 +6.296940671e+001 +1.062969407e+003 +1.062969407e+003 -2.3956e+000 +1.6384e+000 +3.2907e+000 +3.7624e+000 +2.8259e+000 -3.8985e+000 -3.1491e+000 -3.5532e-001 -4.7550e+000 -9.7767e-001 -3.3135e+000 -1.9332e+000 -8.8738e-002 -3.3486e+000 +2.3119e+000 +2.6684e+000 +5.0000e+000 +1.2578e+000 -1.3431e+000 +3.5641e-001
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
