% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.952174013e+007 +2.952174013e+007 +2.952181640e+007 +2.952181640e+007 -1.7042e-001 -4.6559e+000 +4.5416e+000 +1.1284e+000 +5.9046e-001 +3.5703e+000 +4.6407e+000 -2.3912e+000 +1.3691e+000 -4.4127e+000 +1.4659e+000 -4.2168e+000 -2.2100e+000 -2.8715e+000 +4.7610e+000 +3.6046e+000 +2.2556e+000 -1.4327e+000 -1.3052e+000 +1.9678e-002
2 +7.035286711e+006 +7.035286711e+006 +7.035362981e+006 +7.035362981e+006 +4.3687e+000 -2.3502e+000 +1.9821e+000 +3.6841e+000 +3.4464e+000 +3.0754e-001 +2.6144e+000 +2.9650e+000 +4.1161e+000 -8.1306e-001 -4.4177e-001 +4.7278e+000 +5.4948e-001 -8.8371e-001 -1.8428e+000 -2.0375e+000 +2.2780e+000 +3.0909e+000 +2.8309e+000 +4.3158e+000
4 +4.569978278e+006 +4.569978278e+006 +4.570054548e+006 +4.570054548e+006 +2.4152e+000 +1.0973e-001 -3.2419e+000 -3.1188e+000 -4.9627e-001 -4.3609e+000 +4.4658e+000 -9.6262e-001 +5.4035e-001 +2.3323e+000 +3.6444e+000 -1.9628e+000 +1.3717e+000 -2.2256e+000 -2.3594e+000 +3.6636e+000 +4.2033e+000 -2.3078e+000 +4.8549e+000 +4.8343e-001
7 +1.983878389e+006 +1.983878389e+006 +1.983954659e+006 +1.983954659e+006 +2.6854e+000 +1.0712e+000 +1.0485e-001 -3.7567e+000 +4.0407e+000 +1.6457e+000 -1.7521e+000 +3.9147e+000 -1.6164e+000 -1.9861e+000 +4.0040e+000 +3.5575e+000 -1.7878e+000 -2.1280e+000 +4.8153e+000 -3.1163e+000 +4.4864e+000 -4.0692e+000 -1.3392e+000 +3.5824e+000
9 +5.987613409e+005 +5.987613409e+005 +5.988376109e+005 +5.988376109e+005 +2.7180e+000 +3.9082e+000 +1.0901e+000 -4.5611e-001 -2.8727e+000 -2.0710e-001 +4.7145e+000 +3.0372e+000 -3.9437e+000 -4.8943e+000 +1.2739e+000 +2.6326e+000 +7.6047e-001 +1.9668e+000 +3.3197e+000 +2.0245e+000 -3.4349e+000 +4.4786e-001 +4.1437e+000 -9.3332e-001
10 +1.243123128e+005 +1.243123128e+005 +1.243885828e+005 +1.243885828e+005 +1.1700e+000 +4.9653e+000 +3.7936e-001 -3.0132e+000 +3.4445e+000 -3.9521e+000 +4.7605e+000 -2.0643e+000 -2.7831e+000 +1.5864e+000 -1.9688e+000 +4.1818e+000 +3.2041e+000 -7.6675e-001 -3.0476e+000 +2.9459e+000 -4.2922e+000 +4.9120e-001 +3.1506e+000 +1.1111e+000
14 +5.029105522e+004 +5.029105522e+004 +5.036732522e+004 +5.036732522e+004 -6.4805e-001 +4.4677e+000 -2.8649e+000 +4.8055e+000 -2.9042e+000 -3.0418e+000 -4.8222e+000 +1.0454e+000 -7.0921e-001 +3.8511e+000 +4.4284e+000 +3.0245e+000 -7.2225e-001 -3.1284e+000 +3.1506e+000 +1.2385e+000 +4.9932e+000 -2.0320e+000 -7.6934e-002 +3.9650e+000
29 +2.794033506e+004 +2.794033506e+004 +2.801660506e+004 +2.801660506e+004 -2.1041e+000 +3.5938e+000 -3.8271e+000 +3.1162e+000 -4.0330e+000 -3.5338e+000 -4.3311e-001 -4.3921e-001 -1.0419e+000 -3.7596e+000 +1.8481e+000 -1.1387e+000 +2.8794e+000 +2.9025e+000 +2.0171e+000 +1.1127e+000 +1.4248e+000 +3.0236e+000 -4.8314e+000 +4.7329e+000
79 +1.392140054e+004 +1.392140054e+004 +1.399767054e+004 +1.399767054e+004 +2.0052e+000 +3.5340e+000 -5.0000e+000 +5.2913e-001 -2.2376e+000 +4.9955e-001 -2.9112e-001 +5.5861e-002 +9.6820e-001 -2.2757e+000 +4.1201e+000 -3.4278e+000 -1.0885e+000 +3.1504e-001 +1.1542e-001 +4.3336e-001 +3.8836e+000 +8.7535e-001 -5.0000e+000 +3.4231e+000
83 +2.060811670e+003 +2.060811670e+003 +2.137081670e+003 +2.137081670e+003 +3.8990e-001 +4.6759e+000 -5.0000e+000 +1.2532e+000 +1.8282e+000 -3.5472e+000 -2.5213e+000 -4.4331e+000 +3.4019e-001 -4.5807e+000 +4.3765e+000 -4.9493e+000 -8.4411e-001 +3.4555e+000 -3.6986e+000 +3.1940e+000 +2.4564e+000 +2.1885e+000 -4.0303e+000 +4.1847e+000
146 +6.229087973e+002 +6.229087973e+002 +6.991787973e+002 +6.991787973e+002 -1.4157e+000 +4.6673e+000 -1.9960e+000 +3.1329e-001 +5.6725e-001 -3.3419e+000 -5.1861e-001 +2.0836e-001 -1.2815e+000 +1.0372e+000 +4.5127e+000 -2.7990e+000 +1.8711e+000 +3.0538e+000 -4.5388e+000 +4.5047e-001 +3.2491e+000 +3.1468e+000 -1.7665e+000 +3.0883e+000
440 +3.906559545e+002 +3.906559545e+002 +4.669259545e+002 +4.669259545e+002 -2.5418e+000 -5.0000e+000 -2.4979e+000 +4.7221e+000 +2.6282e+000 +5.6468e-001 -1.5096e+000 -3.2664e+000 -4.0035e+000 +9.7731e-001 -3.7711e+000 +3.3833e-003 +2.8754e+000 -3.0051e-001 +0.0000e+000 +3.5728e+000 +1.5325e+000 +3.7821e+000 -4.8394e+000 +4.8336e+000
2016 +2.460261476e+002 +2.460261476e+002 +3.222961476e+002 +3.222961476e+002 -3.0360e+000 -3.2129e+000 -3.4874e+000 +4.8563e+000 -1.3855e+000 +1.9400e+000 -1.4164e+000 +2.5519e-001 -3.8719e+000 +2.2413e+000 -1.2769e+000 +1.1678e+000 +1.3305e-001 -4.7496e-001 -5.8656e-001 +2.8251e+000 -1.7268e+000 +3.5188e+000 -4.9113e+000 +4.4820e+000
7137 +1.238693874e+002 +1.238693874e+002 +2.001393874e+002 +2.001393874e+002 -1.2770e-001 -1.4085e+000 -4.4499e+000 +1.3291e+000 +1.0438e+000 -2.7530e+000 -1.2078e+000 -1.6513e+000 -2.1207e+000 +4.5483e+000 -1.4204e-001 -2.7677e-001 -2.1241e+000 -5.8487e-001 -2.0807e+000 +2.8388e+000 +2.9462e+000 -1.4442e+000 -4.2760e+000 +8.5530e-001
23210 +7.909333432e+001 +7.909333432e+001 +1.553633343e+002 +1.553633343e+002 -1.6491e+000 -5.9095e-001 -3.8869e+000 +5.1195e-001 -1.4159e+000 -2.6933e-001 -2.0466e+000 -8.6220e-001 -1.0314e+000 +3.0695e+000 +3.2054e-001 -1.0215e+000 -2.2461e+000 +1.8341e-001 -1.9202e+000 +2.3114e+000 +1.4429e+000 -2.6038e+000 -3.4191e+000 +3.7448e-001
36918 +5.901940968e+001 +5.901940968e+001 +1.352894097e+002 +1.352894097e+002 -6.9091e-001 -2.4306e+000 -3.7061e+000 +1.1330e+000 +2.5457e-001 -2.6380e+000 -9.5513e-001 +3.0836e+000 -1.3198e+000 +4.0348e+000 +1.5638e+000 -1.9578e+000 -1.4647e+000 -1.1158e-002 -3.0854e+000 +2.4161e+000 +1.2688e+000 -2.4637e+000 -2.3635e+000 -1.8288e-001
