% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.685426997e+003 +2.685426997e+003 +2.223336997e+003 +2.223336997e+003 -4.9243e+000 -2.8174e-001 +1.0734e+000 -3.3493e+000 -1.7616e+000 -1.3044e+000 -1.5116e+000 +3.8601e+000 +3.2965e+000 +2.4275e+000 +4.7989e+000 -2.0848e+000 -8.9983e-001 -2.6351e+000 +1.8014e+000 -1.9367e+000 -7.8416e-002 +2.5946e+000 -1.9666e+000 -5.7078e-001
3 +2.198433402e+003 +2.198433402e+003 +1.736343402e+003 +1.736343402e+003 +2.6866e+000 +4.1719e+000 -1.3411e+000 +1.3343e+000 -1.7507e+000 -4.4440e+000 -2.5290e+000 +1.8740e+000 +3.6258e+000 +2.7634e-001 -4.1087e+000 -1.5431e+000 -4.5605e+000 +3.8039e+000 -1.5830e+000 -6.7624e-001 +1.0302e+000 +1.7524e+000 +2.7306e+000 +4.6304e+000
41 +1.231270171e+003 +1.231270171e+003 +7.691801706e+002 +7.691801706e+002 -3.4085e+000 -1.1664e+000 +2.6306e+000 +7.8925e-002 +1.2707e-001 -6.6244e-001 -5.0000e+000 +3.9314e+000 +8.4666e-001 +1.8325e+000 +7.9971e-001 +1.0271e+000 -4.4184e+000 +2.3649e+000 +1.3263e-001 -2.4238e+000 -9.9720e-001 -2.4054e+000 +3.0334e+000 -2.2286e+000
92 +9.978960944e+002 +9.978960944e+002 +5.358060944e+002 +5.358060944e+002 -2.7441e+000 -3.6231e+000 +6.3107e-001 +1.0239e+000 -9.0587e-001 +2.6295e+000 -4.1476e+000 -3.0287e+000 -3.3499e+000 -1.5676e+000 +2.1378e+000 +0.0000e+000 -3.8288e+000 +1.2371e+000 -3.4849e-001 -5.0000e+000 -1.6585e+000 +3.1282e+000 +0.0000e+000 -2.7340e+000
248 +5.584172228e+002 +5.584172228e+002 +9.632722279e+001 +9.632722279e+001 +8.2490e-001 +1.1171e+000 -1.0246e+000 -1.4638e-001 -9.1319e-001 +1.1073e+000 +4.4547e-001 +3.2273e+000 -3.3534e+000 -2.3688e-001 +1.7989e+000 +1.1558e+000 -4.7591e-001 -1.4260e+000 +9.5809e-001 +1.1857e+000 -4.0129e-001 +2.2195e+000 +2.0901e+000 +1.5068e+000
476 +3.875844458e+002 +3.875844458e+002 -7.450555419e+001 -7.450555419e+001 +1.2526e+000 -1.9256e-001 -7.8862e-001 -7.9621e-001 +2.7437e-001 +2.6941e+000 -7.0403e-001 +1.9862e+000 -1.8664e+000 -1.6285e+000 +3.3098e-001 -3.2492e+000 -1.5398e+000 -3.2261e+000 +1.8046e-001 -4.0678e+000 -4.8094e-001 +1.6371e+000 +4.5446e-001 +9.9687e-001
1490 +2.398065964e+002 +2.398065964e+002 -2.222834036e+002 -2.222834036e+002 +7.7569e-001 +4.7978e-001 -3.4406e-001 -1.0815e+000 +2.6037e-001 +3.7510e+000 +1.8723e+000 +2.1955e-001 +3.7717e-001 -6.4523e-001 +2.1790e+000 -3.6794e+000 -4.6005e-001 -3.2157e+000 +5.0476e-001 -3.5610e+000 -1.3678e-002 +1.9506e+000 +1.8930e+000 +2.9554e+000
3014 +1.532391783e+002 +1.532391783e+002 -3.088508217e+002 -3.088508217e+002 +1.5085e+000 +3.4090e-001 +1.3500e+000 -6.7826e-001 +2.2689e+000 +3.7491e+000 +2.4875e+000 +4.3452e-001 +1.1661e+000 -1.0740e+000 +1.9960e-001 -4.2463e+000 -2.1300e-001 -3.3910e+000 +4.5187e-001 -3.8664e+000 -9.4563e-002 +2.2072e+000 +1.8582e+000 +2.4028e+000
7340 +9.747814437e+001 +9.747814437e+001 -3.646118556e+002 -3.646118556e+002 +1.4489e+000 +5.7949e-001 +1.2241e+000 -8.7772e-001 +1.4845e+000 +3.7386e+000 +2.6241e+000 +7.0393e-001 +1.1115e+000 -1.0288e+000 +2.7495e+000 -3.8637e+000 +1.2901e-001 -2.8662e+000 +1.4959e-001 -3.5460e+000 +2.5410e-002 +2.0971e+000 +2.1106e+000 +2.4450e+000
11672 +6.263210763e+001 +6.263210763e+001 -3.994578924e+002 -3.994578924e+002 +1.3281e+000 +6.5780e-001 +1.3468e+000 -8.5306e-001 +1.4819e+000 +3.7266e+000 +1.8441e+000 +7.0073e-001 +1.2209e+000 -1.0701e+000 +2.7226e+000 -3.7941e+000 -3.6119e-001 -2.9549e+000 +5.0003e-001 -3.5906e+000 +2.3243e-002 +2.1918e+000 +2.1024e+000 +1.8095e+000
26490 +3.945180220e+001 +3.945180220e+001 -4.226381978e+002 -4.226381978e+002 +1.3384e+000 +5.1129e-001 +1.3135e+000 -8.1694e-001 +1.4619e+000 +3.7467e+000 +1.7923e+000 +6.9353e-001 +1.1238e+000 -5.8269e-001 +2.7493e+000 -3.7871e+000 -3.3208e-001 -2.9606e+000 +4.9565e-001 -4.3102e+000 -2.9676e-002 +2.9687e+000 +2.0997e+000 +1.8039e+000
62929 +2.494064299e+001 +2.494064299e+001 -4.371493570e+002 -4.371493570e+002 +1.3463e+000 +5.0833e-001 +1.2991e+000 -7.9800e-001 +1.4640e+000 +3.7511e+000 +1.7911e+000 +2.6213e+000 +1.1361e+000 +5.8779e-002 +2.7503e+000 -3.7840e+000 -3.5332e-001 -2.9608e+000 +4.9146e-001 -3.9218e+000 -2.2323e-002 +2.9482e+000 +2.7991e+000 +1.8192e+000
% function evaluation | noise-free fitness - Fopt (7.766000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.675327047e+003 +1.675327047e+003 +1.752987047e+003 +1.752987047e+003 -4.1617e+000 +4.1147e+000 +2.7085e+000 -3.2566e+000 +7.6505e-001 +4.6881e+000 +9.4255e-001 -4.6521e+000 -1.1452e+000 -9.0108e-001 -6.1144e-001 -1.1178e+000 +8.9758e-001 +3.5985e+000 +2.4083e+000 +1.9491e+000 +1.9350e-001 +4.2077e+000 +1.6195e+000 +3.2480e-001
24 +1.517477003e+003 +1.517477003e+003 +1.595137003e+003 +1.595137003e+003 -2.3752e+000 -4.8820e+000 -2.3598e+000 -6.4682e-001 -8.0713e-001 +4.1375e+000 -4.7074e+000 -2.9082e+000 -4.0772e-001 +3.9049e+000 +1.0338e+000 -2.5838e+000 +9.1207e-001 -2.8748e+000 -1.1872e+000 -3.4238e+000 -1.1576e+000 -1.5634e+000 -1.6902e+000 +1.6343e+000
27 +5.835453378e+002 +5.835453378e+002 +6.612053378e+002 +6.612053378e+002 +2.0433e+000 +3.0925e+000 +5.7039e-003 -3.3758e+000 +8.6296e-001 +3.2035e+000 -6.4503e-001 +4.5550e+000 -1.5696e+000 -3.7857e+000 +1.7490e+000 -1.6742e-001 -3.1843e+000 +4.8203e-001 +7.0847e-001 +3.4192e+000 -2.4484e+000 -1.2372e+000 +4.4434e-001 -4.6859e+000
542 +3.808147286e+002 +3.808147286e+002 +4.584747286e+002 +4.584747286e+002 +2.3265e-002 +3.4134e+000 +1.1926e+000 -3.7943e+000 +1.4006e+000 +2.3597e+000 -2.2489e+000 +1.2044e+000 +9.1710e-002 -2.1978e+000 +1.9571e-001 +7.9031e-001 -2.2337e-001 +2.5068e-001 +2.3626e+000 +4.9648e-001 -8.7374e-001 -3.4036e+000 +1.0879e+000 -3.2351e+000
1627 +2.483670705e+002 +2.483670705e+002 +3.260270705e+002 +3.260270705e+002 -1.6902e+000 +7.6658e-001 -5.1632e-001 +1.8524e+000 +2.2822e-001 +1.0556e+000 -7.3317e-001 +7.7001e-002 -1.3971e+000 -2.6828e+000 -1.3089e-001 -2.9608e-001 -6.9749e-002 +4.9218e-002 +1.9466e+000 +1.7045e+000 -6.3747e-002 -2.3721e+000 +1.6813e+000 -3.6675e+000
4811 +1.572834379e+002 +1.572834379e+002 +2.349434379e+002 +2.349434379e+002 -1.5351e+000 +1.8849e+000 -2.7128e-001 +2.5329e+000 -5.4908e-002 +8.3159e-001 -8.2853e-001 +1.4328e+000 -1.4321e+000 -3.8415e+000 +1.2102e+000 +1.8018e-001 +2.9014e-001 -1.1125e+000 +1.9901e+000 +1.6791e+000 +3.3656e-001 -2.0181e+000 +1.7678e+000 -4.1756e+000
