% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.238635583e+002 +7.238635583e+002 +7.069235583e+002 +7.069235583e+002 +7.5912e-001 -6.3406e-001 -3.7142e+000 +2.5874e+000 -4.7209e+000 +1.4169e+000 -4.0098e+000 +2.5613e+000 +1.7296e+000 -7.6722e-001 +6.0367e-002 +4.3757e+000 -1.0531e-001 -3.5918e-001 -2.1655e+000 +1.1207e+000 +3.0199e+000 -1.6856e+000 -1.7424e+000 -1.8720e+000
2 +2.769913965e+002 +2.769913965e+002 +2.600513965e+002 +2.600513965e+002 -4.9477e+000 -1.9733e+000 +1.9376e+000 -3.8683e+000 -1.3813e+000 +4.6224e+000 +3.3244e+000 +3.9027e+000 -4.0548e+000 -2.6401e-001 -4.5030e+000 -3.2871e+000 +2.6439e+000 -3.5037e+000 +1.2252e+000 -3.9129e+000 -3.8928e+000 +1.0207e-001 -2.5159e+000 +9.4887e-001
3 +1.204097204e+002 +1.204097204e+002 +1.034697204e+002 +1.034697204e+002 -9.2280e-001 -1.1376e+000 -4.9605e+000 -1.6963e+000 -2.8243e+000 -3.5308e-001 +2.1728e+000 +1.1922e+000 -2.0153e+000 -2.4216e+000 -2.4458e-001 -4.6174e+000 -2.2846e+000 -3.6457e+000 -1.6680e+000 +4.8110e+000 +1.2224e+000 +4.5708e+000 +1.5571e-001 -1.5897e+000
58 +7.749243141e+001 +7.749243141e+001 +6.055243141e+001 +6.055243141e+001 +8.8553e-001 -3.0239e+000 -2.9633e+000 +8.6940e-001 +5.0000e+000 +1.5291e-002 -2.5807e-001 +2.2209e+000 +5.0000e+000 -5.6470e-001 +4.0958e+000 +1.8068e+000 -1.4692e+000 -3.3458e+000 +5.0000e+000 -5.4638e-002 +2.2610e+000 +2.4353e+000 +5.0000e+000 -2.7261e+000
91 +6.109911324e+001 +6.109911324e+001 +4.415911324e+001 +4.415911324e+001 +2.3237e+000 -2.3870e+000 -2.0568e+000 +8.3634e-001 +4.1925e+000 -7.2792e-001 -4.0586e-001 +1.2635e+000 +2.6374e+000 +1.5474e+000 +1.8065e-001 +4.4042e-001 -2.0410e+000 -2.6069e+000 +4.9909e+000 +2.4708e+000 +1.7317e+000 +2.3052e+000 +3.9212e+000 -1.1659e+000
214 +3.654558616e+001 +3.654558616e+001 +1.960558616e+001 +1.960558616e+001 -6.1017e-001 -1.0216e+000 -1.5149e+000 -1.9033e+000 +4.3193e+000 -2.5016e-001 +1.8437e+000 +1.1926e+000 -6.4213e-001 -2.0290e-001 +4.2293e+000 -1.3935e+000 -6.1927e-001 -1.0397e+000 +0.0000e+000 -1.2721e-001 +2.0536e+000 +2.6500e+000 +2.0743e+000 +3.0807e+000
385 +2.501411214e+001 +2.501411214e+001 +8.074112143e+000 +8.074112143e+000 +1.0328e+000 +6.5724e-001 -1.2633e+000 -9.2714e-002 +4.2642e+000 -1.2858e+000 +1.2405e+000 -4.1719e+000 +1.3414e-001 -1.4294e+000 +3.7618e+000 -3.3697e-001 +1.0105e+000 -2.5588e+000 +1.7006e+000 +1.9485e+000 +2.7193e+000 +0.0000e+000 -1.8192e+000 +2.2931e+000
1485 +1.337709643e+001 +1.337709643e+001 -3.562903570e+000 -3.562903570e+000 +3.2868e+000 -4.9532e-001 -9.5526e-002 +1.0771e+000 +3.9792e+000 -1.0018e+000 +2.0868e+000 -2.8433e+000 +1.1550e-001 -2.7477e+000 +4.0274e+000 +6.9375e-001 -7.1702e-002 -1.5478e+000 +1.4943e+000 +1.5784e+000 +2.6609e+000 +4.5154e-001 +1.6466e+000 +1.4272e+000
2214 +9.109004526e+000 +9.109004526e+000 -7.830995474e+000 -7.830995474e+000 +3.5034e+000 -2.5821e-001 +1.6671e-002 +1.1609e+000 +3.9696e+000 -1.4890e+000 +2.1790e+000 -2.4484e+000 +8.2948e-001 -2.7250e+000 +4.2421e+000 -3.9369e-001 -2.4867e+000 -2.7005e+000 +2.5846e+000 +1.5711e+000 +2.6796e+000 +6.0925e-001 +1.6818e+000 +1.8578e+000
4250 +6.277590008e+000 +6.277590008e+000 -1.066240999e+001 -1.066240999e+001 +3.7471e+000 +9.2670e-001 +7.4062e-002 +1.2489e+000 +3.6777e+000 -2.9447e+000 +2.0402e+000 -2.2971e+000 +3.7488e-001 -2.5987e+000 +3.4051e+000 -6.7445e-003 -2.0168e+000 -2.8065e+000 +1.6044e+000 +1.5690e+000 +2.7344e+000 +5.7659e-001 +1.7171e+000 +1.9644e+000
