% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.260738398e+003 +1.260738398e+003 +1.353678398e+003 +1.353678398e+003 +1.9107e+000 +6.9391e-001 +2.4381e+000 +2.1306e+000 +4.7033e+000 -1.0074e+000 -3.8861e+000 -4.3002e+000 +4.3631e+000 +3.8907e+000 +2.6294e+000 -3.2756e+000 -4.5702e+000 -2.0643e+000 +1.9680e+000 -4.7657e+000 -1.7311e+000 -2.1820e+000 +3.7098e+000 +1.9071e+000
11 +6.734988333e+002 +6.734988333e+002 +7.664388333e+002 +7.664388333e+002 -2.6554e+000 +2.3119e+000 -1.5662e-001 +4.9140e+000 +3.4490e+000 +2.2534e+000 +4.1567e+000 -5.5598e-001 +1.6036e-004 +4.9272e+000 +5.4347e-001 -4.4206e+000 -2.1678e+000 -1.6898e+000 -1.4006e+000 +3.2881e+000 +4.0036e+000 +1.9265e+000 -4.6457e+000 +3.1286e-001
41 +4.666210254e+002 +4.666210254e+002 +5.595610254e+002 +5.595610254e+002 -3.0893e+000 -1.0628e+000 +2.6089e+000 +5.0000e+000 +6.7213e-001 +6.6742e-001 -1.6558e-001 +8.4482e-002 +5.0000e+000 +4.5438e+000 -1.4797e+000 -3.7625e+000 -9.5343e-001 -2.5936e+000 +1.8993e+000 -1.9854e+000 +1.2901e+000 +1.3904e+000 +3.4887e+000 -2.6624e+000
185 +3.042312521e+002 +3.042312521e+002 +3.971712521e+002 +3.971712521e+002 -1.7942e+000 +1.3694e+000 +0.0000e+000 +3.6736e+000 +2.4252e+000 +1.1345e+000 -1.7596e-002 +2.2324e+000 +1.8780e+000 +3.8605e+000 -3.1302e+000 -4.4967e+000 -7.8691e-001 -1.1374e+000 +1.9387e+000 +0.0000e+000 +3.0955e+000 +7.6473e-001 +4.2700e+000 -4.1967e+000
388 +2.118359158e+002 +2.118359158e+002 +3.047759158e+002 +3.047759158e+002 -1.2831e+000 +7.2191e-001 +1.9460e-001 +3.2392e+000 +1.9603e+000 +2.0780e+000 -2.3106e+000 -6.6547e-001 +3.8380e+000 +3.3325e+000 -2.8612e+000 -3.0975e+000 -3.5935e+000 -6.3974e-001 +2.4141e+000 -1.4106e-001 +3.8147e+000 -2.1315e-001 +3.9933e+000 -1.1477e+000
581 +1.105881383e+002 +1.105881383e+002 +2.035281383e+002 +2.035281383e+002 -8.6525e-001 +1.5772e+000 +1.8095e+000 +3.7405e+000 +2.5222e+000 +4.2182e+000 -9.6189e-001 -1.5908e+000 +4.5619e+000 +3.3737e+000 -1.9008e+000 -3.4356e+000 -2.9828e+000 -8.9225e-001 +1.9075e+000 +7.5331e-001 +2.3118e+000 -1.0556e+000 +3.2107e+000 -7.9537e-001
750 +9.175332968e+001 +9.175332968e+001 +1.846933297e+002 +1.846933297e+002 -1.6124e+000 +2.4946e+000 +1.3162e+000 +3.8439e+000 +1.3005e+000 +4.9664e+000 +2.8611e-001 -1.0981e+000 +4.5205e+000 +3.0530e+000 -9.7982e-001 -4.0991e+000 -1.4570e+000 -6.7009e-001 +1.8329e+000 +1.8016e+000 +2.6634e+000 -1.1760e+000 +2.6535e+000 +0.0000e+000
1056 +6.061755955e+001 +6.061755955e+001 +1.535575596e+002 +1.535575596e+002 -7.7580e-001 -1.4370e+000 +3.5556e-001 +4.0828e+000 +1.6380e+000 +3.0285e+000 +8.7912e-001 -1.1155e+000 +4.4734e+000 +2.7794e+000 +2.1309e+000 -3.2891e+000 -2.9372e+000 -1.5967e-001 +1.7498e+000 +1.7595e+000 +3.0580e+000 -2.3214e+000 +3.3105e+000 -1.4056e-001
1319 +3.138796441e+001 +3.138796441e+001 +1.243279644e+002 +1.243279644e+002 -1.0973e+000 +5.9937e-001 +1.3726e+000 +2.8607e+000 +1.1515e+000 +4.7035e+000 -1.0113e-002 -1.4249e+000 +4.5850e+000 +2.7699e+000 +5.8650e-001 -3.9536e+000 -2.1096e+000 +3.9193e-001 +1.9034e+000 +1.9482e+000 +3.0014e+000 -2.3941e+000 +3.4742e+000 -2.9157e-001
1657 +2.399164913e+001 +2.399164913e+001 +1.169316491e+002 +1.169316491e+002 -9.0345e-001 +1.3347e+000 +1.4068e+000 +2.9023e+000 +1.8353e+000 +4.8742e+000 -1.3535e-002 -1.1650e+000 +3.6184e+000 +2.3949e+000 +4.0763e-001 -3.8568e+000 -1.9438e+000 +2.1116e-001 +9.4115e-001 +2.2250e+000 +3.4414e+000 -2.2567e+000 +3.5162e+000 -6.0323e-001
