% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.339676652e+02 +4.339676652e+02 +4.247576652e+02 -9.210000000e+00 +2.3038e+00 -4.6042e+00 -3.3508e+00 -3.2284e+00 -1.8663e+00 -1.3326e+00 -1.7782e+00 +2.2920e-01 +2.0416e+00 -1.3949e+00 -3.2947e+00 +3.4208e+00 -1.6045e+00 -2.4599e+00 +3.9244e+00 +4.0318e+00 +2.5331e+00 +4.4010e+00 -9.8400e-01 -2.3824e+00
378 +2.237441471e+02 +2.237441471e+02 +2.145341471e+02 -9.210000000e+00 +2.9554e+00 -1.7594e+00 -4.0843e+00 +4.2189e+00 -2.9113e+00 +2.3434e+00 +2.3024e+00 +3.5249e+00 +2.4452e+00 -6.8416e-02 +4.1792e+00 -3.0350e+00 +4.7685e+00 +6.4641e-01 -4.9571e+00 -5.5017e-01 +2.1548e+00 +4.3820e+00 +5.7807e-01 +4.9339e+00
744 +1.510799509e+02 +1.510799509e+02 +1.418699509e+02 -9.210000000e+00 +4.9582e+00 +3.9581e-01 +2.0719e+00 +1.4391e+00 -4.1180e+00 -1.0192e+00 -1.5146e+00 +4.4614e+00 -4.6449e-01 +1.8323e+00 -4.1636e+00 -4.9624e+00 +4.2866e+00 +4.4773e+00 -4.5115e+00 -3.4245e+00 +2.1548e+00 +4.3820e+00 -4.9394e+00 +2.1025e+00
1301 +9.001348148e+01 +9.001348148e+01 +8.080348148e+01 -9.210000000e+00 +2.5868e+00 +4.9989e-01 +4.1634e+00 +3.2651e+00 -4.9492e+00 +3.7027e+00 -2.0890e+00 +3.2305e+00 +2.5830e+00 -4.5879e+00 -4.1636e+00 -4.9624e+00 +4.2866e+00 +4.4773e+00 -4.5115e+00 -3.4245e+00 +4.1576e+00 +4.3820e+00 -4.6415e+00 +3.4685e+00
2044 +6.188902679e+01 +6.188902679e+01 +5.267902679e+01 -9.210000000e+00 +4.9582e+00 +3.9581e-01 +2.0719e+00 +4.7262e+00 -4.9492e+00 +4.5368e+00 -2.0890e+00 +3.0155e+00 +3.6671e+00 -4.5879e+00 -4.1636e+00 -4.9624e+00 +4.2866e+00 +4.4773e+00 -4.9571e+00 -4.4916e+00 +4.1576e+00 +4.3820e+00 -4.7056e+00 +4.7664e+00
3166 +3.882782888e+01 +3.882782888e+01 +2.961782888e+01 -9.210000000e+00 +4.9582e+00 +3.4460e+00 +4.1634e+00 +3.2651e+00 -4.1180e+00 +5.1105e+00 -1.5276e+00 +3.2305e+00 +3.6671e+00 -4.5879e+00 -4.9788e+00 -4.9624e+00 +4.8248e+00 +4.4773e+00 -4.9571e+00 -5.0556e+00 +4.9320e+00 +4.3820e+00 -4.9394e+00 +4.9926e+00
4108 +2.435356135e+01 +2.435356135e+01 +1.514356135e+01 -9.210000000e+00 +4.9582e+00 +3.4460e+00 +4.1634e+00 +5.0582e+00 -4.9492e+00 +5.1105e+00 -1.5276e+00 +3.3922e+00 +5.1702e+00 -4.5879e+00 -4.9788e+00 -4.9624e+00 +4.8248e+00 +4.8193e+00 -5.9457e+00 -5.0556e+00 +4.9320e+00 +5.0772e+00 -4.9394e+00 +4.9926e+00
6129 +1.559462312e+01 +1.559462312e+01 +6.384623123e+00 -9.210000000e+00 +4.9582e+00 +4.1475e+00 +4.8284e+00 +5.0582e+00 -4.9492e+00 +5.1105e+00 -9.8494e-01 +4.7961e+00 +5.1702e+00 -5.2450e+00 -5.7208e+00 -4.9624e+00 +4.8248e+00 +5.3125e+00 -5.9457e+00 -5.0556e+00 +5.0716e+00 +5.0772e+00 -4.9394e+00 +5.2411e+00
6852 +9.842464781e+00 +9.842464781e+00 +6.324647809e-01 -9.210000000e+00 +4.9582e+00 +4.1475e+00 +4.8284e+00 +5.0582e+00 -4.9492e+00 +5.1105e+00 +1.1731e+00 +4.7961e+00 +5.1702e+00 -5.2450e+00 -5.7208e+00 -4.9624e+00 +5.0206e+00 +5.1883e+00 -5.9457e+00 -5.0556e+00 +5.0716e+00 +5.0772e+00 -5.7735e+00 +5.2411e+00
8489 +6.291089909e+00 +6.291089909e+00 -2.918910091e+00 -9.210000000e+00 +4.9582e+00 +5.2416e+00 +5.5434e+00 +5.0582e+00 -5.2073e+00 +5.1105e+00 +2.2100e+00 +4.7961e+00 +5.1702e+00 -5.2450e+00 -5.7208e+00 -5.1492e+00 +5.0206e+00 +5.3125e+00 -5.8455e+00 -5.0556e+00 +5.0716e+00 +5.0772e+00 -5.7735e+00 +5.2411e+00
