% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.301308396e+02 +7.301308396e+02 +8.327408396e+02 +8.327408396e+02 +1.9114e+00 +9.8972e-01 -6.8749e-02 -3.4149e+00 -2.3295e+00 -1.1308e+00 +4.4905e+00 +6.0163e-01 -1.3336e+00 +3.8863e+00 -2.1784e+00 +6.3504e-01 -1.4006e-01 +6.8678e-01 +3.2646e+00 +4.8301e+00 -2.7954e+00 +3.1089e+00 -6.0164e-01 +3.1457e+00
3 +5.555716648e+02 +5.555716648e+02 +6.581816648e+02 +6.581816648e+02 +3.8223e+00 +1.0582e+00 -3.5566e+00 -9.0867e-01 -2.1925e+00 -9.1415e-01 +7.4563e-01 +7.0771e-01 -4.0778e+00 -1.0599e+00 -1.6664e+00 -3.6072e+00 +1.2458e+00 +3.9472e+00 +3.3330e-01 +4.4606e-02 +3.8296e+00 -1.4943e+00 -3.5630e+00 -1.0453e+00
5340 +3.801106383e+02 +3.801106383e+02 +4.827206383e+02 +4.827206383e+02 +2.8709e+00 -5.8514e-01 -1.5457e+00 +3.2217e+00 -8.8448e-01 -1.2929e+00 -2.7832e+00 -3.8597e+00 +3.5781e-01 +1.2849e+00 -1.7222e+00 -2.7769e+00 -2.7896e+00 +4.8735e+00 -2.5480e+00 -4.0909e+00 -2.4575e+00 -6.9645e-01 +1.0760e+00 +4.3827e-01
21943 +2.432341621e+02 +2.432341621e+02 +3.458441621e+02 +3.458441621e+02 +1.2303e+00 +1.9609e+00 -2.9416e+00 +2.9403e+00 -3.7753e+00 -1.5510e+00 -3.0077e+00 -3.8597e+00 +3.5781e-01 +1.2849e+00 -1.7417e+00 -2.7769e+00 -2.7896e+00 +5.3265e-01 -1.6671e-01 +2.9305e-01 -2.4575e+00 -6.9645e-01 +1.0760e+00 +4.3826e-01
55932 +1.493538750e+02 +1.493538750e+02 +2.519638750e+02 +2.519638750e+02 +1.3570e+00 +1.6935e+00 -8.5305e-01 +2.0419e+00 -1.6155e+00 -1.0621e+00 -2.7960e+00 -2.6963e+00 -7.6615e-01 +1.6786e+00 -5.9989e-01 -1.2678e+00 +3.8783e-01 +1.7733e+00 -7.8755e-01 -2.6229e+00 -9.6079e-01 -7.5108e-02 +1.8454e+00 +4.9200e-01
217981 +8.547861491e+01 +8.547861491e+01 +1.880886149e+02 +1.880886149e+02 +1.4233e+00 +9.4255e-01 -1.1655e+00 +1.7593e+00 -9.1589e-01 -1.2978e+00 -1.3949e+00 -1.1226e+00 -1.2035e+00 +1.2850e+00 -1.4991e+00 -1.0926e+00 -1.3939e+00 +1.6124e+00 -1.2612e+00 -1.8933e+00 -1.5174e+00 -6.9767e-01 +9.9116e-01 +4.3826e-01
251126 +6.200754101e+01 +6.200754101e+01 +1.646175410e+02 +1.646175410e+02 +1.4135e+00 +9.4255e-01 -1.1655e+00 +1.7593e+00 -8.6449e-01 -1.2978e+00 -1.3949e+00 -1.1226e+00 -1.2035e+00 +1.2850e+00 -1.4991e+00 -1.0926e+00 -1.3939e+00 +1.6124e+00 -1.2612e+00 -1.8933e+00 -1.5049e+00 -6.9777e-01 +1.0587e+00 +4.3826e-01
349027 +3.940661995e+01 +3.940661995e+01 +1.420166200e+02 +1.420166200e+02 +1.4120e+00 +9.3767e-01 -1.1704e+00 +1.7794e+00 -8.8441e-01 -1.3076e+00 -1.3949e+00 -1.1201e+00 -1.2059e+00 +1.2704e+00 -1.4844e+00 -1.0914e+00 -1.3939e+00 +1.6124e+00 -1.2612e+00 -1.8945e+00 -1.4945e+00 -6.7694e-01 +1.0393e+00 +4.3228e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.483862938e+02 +9.483862938e+02 +1.041686294e+03 +1.041686294e+03 -3.9786e+00 -3.5193e+00 -4.0511e+00 -4.1430e+00 -3.2891e+00 -9.1193e-01 +4.8374e+00 -4.4186e+00 +8.5961e-01 +1.4654e+00 +3.5128e+00 -2.0663e+00 +3.8184e+00 -1.3064e+00 +8.6416e-01 +9.1758e-01 -1.1277e-01 -3.9631e+00 -2.0285e+00 +3.9913e+00
