% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.876036038e+005 +1.876036038e+005 +1.877274338e+005 +1.877274338e+005 -2.8420e+000 +1.2327e+000 -2.9957e+000 -1.2839e+000 +1.8129e+000 -6.3278e-001 +6.1966e-001 -4.7950e+000 +4.3226e+000 -1.7340e+000 +7.7736e-001 +2.1822e+000 -1.2603e+000 +9.5185e-001 -3.9598e+000 +1.0653e+000 +2.5160e+000 +1.6671e+000 +1.2043e+000 +1.6313e+000
13 +1.259171615e+005 +1.259171615e+005 +1.260409915e+005 +1.260409915e+005 -3.5465e+000 -1.9371e+000 +2.4285e+000 -8.0686e-001 +4.2404e+000 -2.1114e+000 +4.4045e+000 +1.5517e+000 +1.7466e+000 -3.3969e+000 +2.0740e+000 +1.1146e+000 -4.6146e-001 +9.0058e-001 -1.1165e+000 +2.3694e+000 -4.0801e+000 +1.6378e+000 -2.8690e-001 +4.5545e+000
50 +5.203232116e+004 +5.203232116e+004 +5.215615116e+004 +5.215615116e+004 +1.3811e+000 +2.1474e+000 -1.2026e+000 +2.6119e+000 -8.0238e-001 -2.0826e+000 +3.7537e-001 -7.8176e-001 +2.3726e+000 +3.0552e+000 -2.2111e-001 +8.6570e-001 +1.2575e+000 +5.2769e-001 -2.7612e+000 -9.2869e-001 +2.0675e+000 +1.0333e+000 -1.0484e-001 +2.7927e-001
97 +3.175526278e+004 +3.175526278e+004 +3.187909278e+004 +3.187909278e+004 +2.2906e+000 +1.0017e+000 -3.1556e+000 +3.3175e+000 -2.1119e+000 +1.2316e+000 +2.4153e-002 -1.0731e+000 +1.6553e+000 +2.5019e+000 -9.3697e-001 -3.7544e+000 -9.3449e-002 -5.0211e-001 -9.8975e-001 -1.0905e-001 +4.1756e-001 +1.3044e+000 -1.1190e-001 -1.4713e-001
215 +2.342819296e+004 +2.342819296e+004 +2.355202296e+004 +2.355202296e+004 +1.0229e+000 +1.0018e+000 -2.6858e+000 +3.6003e+000 -2.6497e-001 +1.1381e+000 +5.6932e-001 -9.6885e-001 +7.7365e-001 +3.7079e+000 -2.2343e+000 -3.4538e+000 -2.4668e+000 +6.3832e-001 +8.6724e-001 -3.5920e-001 +7.3996e-001 +7.6655e-001 -3.5585e-001 +0.0000e+000
569 +1.100046105e+004 +1.100046105e+004 +1.112429105e+004 +1.112429105e+004 +9.2881e-001 +3.9101e-001 -1.3607e+000 +3.8246e+000 -1.4577e+000 -3.5856e-001 +7.0568e-002 -1.5900e+000 +1.8319e-001 +8.2239e-001 +5.8438e-001 -4.3291e+000 +6.1726e-001 -1.0290e+000 +2.5979e-001 -2.5619e+000 +3.3622e-002 +9.3504e-001 +6.1771e-001 +0.0000e+000
691 +8.659215941e+003 +8.659215941e+003 +8.783045941e+003 +8.783045941e+003 +8.4501e-001 +3.5634e-001 -1.5895e+000 +4.5975e+000 -4.2743e-001 -4.4662e-001 +2.7818e-001 -1.5935e+000 +1.1130e+000 +1.2906e+000 -9.9648e-001 -3.6733e+000 -6.9622e-001 -1.7228e+000 +3.8314e-001 -2.4267e+000 -2.1976e-001 +3.3188e-001 +1.9906e-001 -3.4075e-002
825 +4.451075296e+003 +4.451075296e+003 +4.574905296e+003 +4.574905296e+003 +7.8765e-001 +9.5889e-001 -2.1586e-001 +2.6194e+000 +8.8164e-001 -5.2251e-001 +1.4500e-001 -1.6189e+000 +1.0611e+000 -3.4661e-001 -1.9233e+000 -3.5908e+000 -1.6697e+000 -1.5297e+000 -1.9640e-004 -2.8456e+000 -1.2304e-001 -3.8068e-001 +6.9441e-001 -1.6501e-001
1250 +2.445757507e+003 +2.445757507e+003 +2.569587507e+003 +2.569587507e+003 +1.0046e+000 +7.0772e-001 -4.3487e-001 +2.5942e+000 +1.1742e+000 +7.7347e-001 -6.1744e-001 -1.5961e+000 -1.5139e-001 +8.1433e-002 -2.8994e+000 -3.5095e+000 -1.4914e+000 +3.9271e-001 -2.8966e-001 -2.5283e+000 +1.8342e-001 -1.3687e-001 +6.3541e-001 -4.2994e-001
1439 +1.407263854e+003 +1.407263854e+003 +1.531093854e+003 +1.531093854e+003 +7.0407e-001 +4.8361e-001 -5.8236e-001 +2.7088e+000 +3.6210e-001 +1.0717e-001 -7.4029e-001 -1.3231e+000 -1.1603e+000 -7.3040e-003 -1.9800e+000 -3.6283e+000 -1.5931e+000 +7.2544e-002 -1.7077e-001 -2.6919e+000 -3.3130e-001 -4.7735e-002 +2.0375e-001 -3.9992e-001
1980 +9.613512034e+002 +9.613512034e+002 +1.085181203e+003 +1.085181203e+003 +8.4397e-001 +8.0718e-001 -7.9437e-001 +2.5263e+000 +2.6885e-001 +4.0405e-001 -2.3694e-001 -1.5686e+000 -1.2638e+000 +2.0826e-001 -1.7702e+000 -3.5774e+000 -1.5811e+000 +1.9604e-001 +4.5028e-001 -2.6075e+000 -3.8653e-002 +1.0020e-001 -6.3248e-002 -2.9389e-001
2745 +6.103736424e+002 +6.103736424e+002 +7.342036424e+002 +7.342036424e+002 +7.1966e-001 +3.3581e-001 -8.2727e-001 +2.1724e+000 +4.5805e-001 +3.9805e-001 -1.2966e-001 -1.5477e+000 -1.0777e+000 +6.7126e-001 -1.4882e+000 -3.4394e+000 -1.8065e+000 +5.7834e-002 +2.7987e-001 -2.8464e+000 -1.3644e-001 +3.2533e-001 -5.1633e-001 -1.3084e+000
4138 +3.976629501e+002 +3.976629501e+002 +5.214929501e+002 +5.214929501e+002 +9.7267e-001 +5.1478e-001 -6.6986e-001 +1.8602e+000 +7.1390e-001 +2.5736e-001 -8.8603e-002 -1.6125e+000 -1.5672e+000 +4.9225e-001 -1.8010e+000 -3.4206e+000 -1.8317e+000 +1.1922e-001 +4.8461e-001 -2.8281e+000 -4.1474e-001 +4.5527e-001 -3.7997e-001 -1.4108e+000
