% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.217881906e+002 +4.217881906e+002 +4.125781906e+002 +4.125781906e+002 +4.7323e+000 -1.1987e-001 +1.5628e+000 -4.5139e+000 -5.9155e-001 +2.9197e+000 -2.6545e+000 -3.3810e-001 +4.7149e+000 +4.9493e+000 -1.6867e+000 +7.9982e-001 -3.4121e+000 +2.0190e+000 +1.7859e+000 -1.6016e-001 -4.2687e+000 +4.1273e+000 +2.4887e+000 +9.9678e-001
5 +3.419050348e+002 +3.419050348e+002 +3.326950348e+002 +3.326950348e+002 +1.7009e+000 +1.5241e-001 -4.7583e+000 +4.5038e+000 -3.3102e+000 -3.5025e+000 +3.4240e+000 +8.4876e-001 -1.6045e+000 -4.3029e+000 +2.9677e+000 -3.4676e+000 -3.2384e+000 +7.3917e-001 +7.7333e-001 -4.0644e+000 +2.5640e+000 +2.4558e-003 -4.1397e+000 -2.9732e+000
82 +2.343898125e+002 +2.343898125e+002 +2.251798125e+002 +2.251798125e+002 +5.0000e+000 -2.0564e+000 +0.0000e+000 -4.3734e+000 -4.6953e+000 +5.0000e+000 -2.7631e+000 +1.0263e+000 -5.0000e+000 -2.0059e+000 +1.3187e+000 -4.4551e+000 -2.0033e+000 +1.1764e+000 +5.0000e+000 -4.5289e+000 +5.0000e+000 +4.1534e+000 -3.9171e+000 +5.0000e+000
84 +1.466564439e+002 +1.466564439e+002 +1.374464439e+002 +1.374464439e+002 +4.3934e+000 -2.5243e+000 +1.8706e+000 -5.0000e+000 -5.0000e+000 +1.5420e+000 +3.9390e+000 +3.9971e+000 +3.5047e+000 -5.0000e+000 -2.4764e-001 -4.4217e+000 +8.6650e-001 +5.0000e+000 -1.5403e+000 -3.6166e+000 +4.9841e+000 +3.3056e-001 -5.0000e+000 +4.5641e+000
164 +9.859529404e+001 +9.859529404e+001 +8.938529404e+001 +8.938529404e+001 +5.0000e+000 -4.7256e+000 +3.3825e+000 -5.0000e+000 -5.0000e+000 -1.7478e+000 +5.0000e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 +1.7226e+000 -5.0000e+000 +1.3235e+000 +5.0000e+000 -1.2960e+000 -5.0000e+000 +4.9615e+000 +5.0000e+000 -5.0000e+000 +5.0000e+000
222 +5.899222350e+001 +5.899222350e+001 +4.978222350e+001 +4.978222350e+001 +5.0000e+000 -2.2343e+000 +5.0000e+000 -5.0000e+000 -5.0000e+000 -5.6605e-001 +4.5616e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -4.8072e+000 -3.2967e+000 +2.0833e+000 +4.9370e+000 -4.0042e+000 -5.0000e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 +5.0000e+000
330 +3.873232463e+001 +3.873232463e+001 +2.952232463e+001 +2.952232463e+001 +5.0000e+000 -3.1320e+000 +5.0000e+000 -5.0000e+000 -4.9996e+000 +3.5585e+000 +3.7035e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -3.8924e+000 -3.5756e+000 +4.8621e+000 +5.0000e+000 -5.0000e+000 -5.0000e+000 +4.9815e+000 +5.0000e+000 -5.0000e+000 +5.0000e+000
473 +2.407112192e+001 +2.407112192e+001 +1.486112192e+001 +1.486112192e+001 +5.0000e+000 +1.9981e+000 +5.0000e+000 -5.0000e+000 -4.9988e+000 +5.0000e+000 +4.3261e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -3.7835e+000 -5.0000e+000 +4.8480e+000 +5.0000e+000 -5.0000e+000 -5.0000e+000 +4.9765e+000 +5.0000e+000 -5.0000e+000 +5.0000e+000
570 +1.570280151e+001 +1.570280151e+001 +6.492801511e+000 +6.492801511e+000 +5.0000e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -4.9967e+000 +4.9062e+000 +5.0000e+000 +5.0000e+000 +5.0000e+000 -5.0000e+000 -5.0000e+000 -5.0000e+000 +4.7572e+000 +4.9977e+000 -5.0000e+000 -5.0000e+000 +4.9870e+000 +5.0000e+000 -5.0000e+000 +5.0000e+000
% function evaluation | noise-free fitness - Fopt (6.559900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.593176935e+002 +3.593176935e+002 +1.015307694e+003 +1.015307694e+003 -3.0773e+000 +2.7854e+000 -4.5895e+000 -3.9151e+000 -2.8188e+000 +1.4019e+000 -5.0047e-002 -4.4128e-001 +3.6283e+000 +2.2427e+000 +3.6337e+000 +4.8226e+000 +2.0789e+000 -2.5882e+000 -6.1444e-001 -5.8085e-001 +1.6449e+000 -1.2217e+000 -3.3996e+000 +4.8110e+000
81 +2.155421999e+002 +2.155421999e+002 +8.715321999e+002 +8.715321999e+002 -5.0000e+000 -4.5784e+000 -3.2171e+000 +1.5230e+000 -4.7547e+000 -5.0000e+000 -2.7219e+000 -2.7855e+000 +2.0923e+000 -4.3380e+000 +2.1777e+000 -5.0000e+000 -4.6612e+000 -4.5408e+000 +3.1068e+000 +2.2341e+000 -5.0000e+000 -5.0000e+000 +5.0000e+000 +1.4528e+000
162 +1.505080354e+002 +1.505080354e+002 +8.064980354e+002 +8.064980354e+002 -5.0000e+000 -1.8539e+000 -4.8054e+000 +6.3191e-001 -2.1947e+000 -3.5692e+000 -1.7610e+000 -5.0000e+000 -7.8930e-001 -5.0000e+000 +9.0097e-001 +1.3897e+000 +9.0123e-002 -5.0000e+000 +4.8182e+000 +2.4127e+000 -5.0000e+000 -5.0000e+000 +5.0000e+000 +3.3324e+000
