% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.120789508e+003 +3.120789508e+003 +3.150759508e+003 +3.150759508e+003 +1.2143e-001 -1.6032e+000 -4.3123e+000 -2.6485e+000 +1.6769e+000 -3.9526e+000 -2.1023e+000 -5.5712e-001 -6.9054e-001 -4.3812e+000 +4.9964e+000 -4.9521e+000 +6.9306e-001 +3.7924e+000 +4.5385e+000 +1.8975e+000 +4.8388e+000 +2.1637e+000 -2.4464e+000 +4.0330e+000
12 +2.325216098e+003 +2.325216098e+003 +2.355186098e+003 +2.355186098e+003 +4.1155e+000 +3.9957e+000 -4.8008e+000 +4.2066e-001 -3.1607e+000 +1.9269e+000 -1.9392e+000 -2.0996e-001 -4.6617e+000 +4.1917e+000 -1.1016e+000 +1.3895e+000 +1.6922e+000 +2.7509e+000 -1.8905e+000 +7.8064e-001 -2.6685e+000 -3.3691e+000 +2.8883e+000 -1.5840e+000
190 +1.540227855e+003 +1.540227855e+003 +1.570197855e+003 +1.570197855e+003 -1.6261e-001 +1.2673e+000 -1.6291e+000 +1.0321e+000 +3.2072e+000 +1.9187e+000 -4.8224e+000 -4.6442e-001 -4.4843e-001 -4.9967e-001 +7.3832e-001 -1.9162e+000 -2.7284e-001 +9.6854e-001 -1.4232e+000 -1.3748e-001 +1.6845e+000 +2.2625e+000 +1.6167e+000 -1.2235e+000
462 +9.881168318e+002 +9.881168318e+002 +1.018086832e+003 +1.018086832e+003 +3.7907e-001 -2.8748e+000 -3.2247e+000 -2.5251e+000 +3.1747e+000 +2.8115e+000 -4.6150e+000 -4.0425e-001 +1.6212e+000 -3.2088e-001 +3.2581e+000 -3.5422e+000 +2.1948e+000 +3.0728e+000 +5.3809e-001 +3.6689e+000 -4.0453e+000 -9.3023e-001 +2.0134e+000 -2.5927e+000
738 +6.120853925e+002 +6.120853925e+002 +6.420553925e+002 +6.420553925e+002 -5.9545e-001 -1.1306e+000 -5.0000e+000 -1.1273e+000 +4.3404e+000 +3.5527e+000 -4.7513e+000 +7.2441e-002 +1.1802e+000 -4.0667e-001 +2.3198e+000 -3.1220e+000 +3.6468e+000 +2.4053e+000 -7.0983e-001 +2.0978e+000 -2.2549e+000 -2.6396e+000 +3.1447e+000 -3.6861e+000
2048 +3.706230012e+002 +3.706230012e+002 +4.005930012e+002 +4.005930012e+002 +6.3018e-001 -2.0062e+000 -4.9225e+000 -2.3123e+000 +3.6714e+000 +3.5879e+000 -4.9199e+000 -2.9119e+000 +6.9515e-001 -1.3892e+000 +1.3458e+000 -1.5736e+000 +4.2170e+000 +2.1052e+000 -1.0215e+000 +2.8060e+000 -3.2003e+000 -1.7780e+000 +1.6860e+000 -3.3618e+000
3175 +2.456905806e+002 +2.456905806e+002 +2.756605806e+002 +2.756605806e+002 +1.9760e-001 -1.5275e+000 -4.5382e+000 -1.9532e+000 +3.4217e+000 +3.7198e+000 -4.1146e+000 -2.8670e+000 +9.3626e-001 -1.7489e+000 +1.6943e+000 -1.7742e+000 +4.2376e+000 +2.0093e+000 -1.4404e+000 +2.7428e+000 -2.4583e+000 -5.9570e-001 +1.3547e+000 -3.9662e+000
3578 +1.530250212e+002 +1.530250212e+002 +1.829950212e+002 +1.829950212e+002 +2.2071e-001 -1.5803e+000 -3.9228e+000 -1.8265e+000 +3.4073e+000 +3.6184e+000 -3.9248e+000 -2.9970e+000 +9.4485e-001 -1.7839e+000 +1.3148e+000 -1.7848e+000 +4.5719e+000 +2.6152e+000 -1.6040e+000 +2.5423e+000 -2.6260e+000 -8.6830e-001 +1.2505e+000 -3.0766e+000
4492 +9.430390926e+001 +9.430390926e+001 +1.242739093e+002 +1.242739093e+002 +4.0097e-001 -1.6299e+000 -3.7302e+000 -1.8081e+000 +3.2573e+000 +3.5636e+000 -3.9477e+000 -2.8327e+000 +1.0980e+000 -1.9565e+000 +1.4233e+000 -1.8211e+000 +4.2743e+000 +2.5055e+000 -1.5513e+000 +2.5966e+000 -2.5727e+000 -8.2106e-001 +1.4910e+000 -3.5333e+000
4834 +6.020141293e+001 +6.020141293e+001 +9.017141293e+001 +9.017141293e+001 +4.8998e-001 -1.6784e+000 -3.7539e+000 -1.8503e+000 +3.1670e+000 +3.5342e+000 -3.8946e+000 -2.8358e+000 +9.5798e-001 -1.7654e+000 +1.3768e+000 -1.8074e+000 +4.2214e+000 +2.5012e+000 -1.5510e+000 +2.6178e+000 -2.6503e+000 -1.0938e+000 +1.4669e+000 -3.3331e+000
